pid,day_offset,status,sms_seq
2110,90,delivered,3
2111,30,delivered,1
2111,60,delivered,2
2111,90,opted_out,3
2113,30,delivered,1
2113,60,delivered,2
2113,90,delivered,3
2116,30,delivered,1
2116,60,delivered,2
2116,90,delivered,3
2117,30,opted_out,1
2117,60,opted_out,2
2117,90,opted_out,3
2118,30,delivered,1
2118,60,delivered,2
2118,90,delivered,3
2119,30,delivered,1
2119,60,delivered,2
2119,90,delivered,3
2120,30,delivered,1
2120,60,delivered,2
2120,90,delivered,3
2121,30,opted_out,1
2121,60,opted_out,2
2121,90,opted_out,3
2122,30,delivered,1
2122,60,delivered,2
2122,90,opted_out,3
2123,30,delivered,1
2123,60,delivered,2
2123,90,delivered,3
2124,30,delivered,1
2124,60,delivered,2
2124,90,delivered,3
2126,30,delivered,1
2126,60,delivered,2
2126,90,delivered,3
2129,30,delivered,1
2129,60,delivered,2
2129,90,delivered,3
2131,30,opted_out,1
2131,60,opted_out,2
2131,90,opted_out,3
2133,30,delivered,1
2133,60,delivered,2
2133,90,opted_out,3
2134,30,opted_out,1
2134,60,opted_out,2
2134,90,opted_out,3
2135,30,delivered,1
2135,60,delivered,2
2135,90,delivered,3
2138,30,opted_out,1
2138,60,opted_out,2
2138,90,opted_out,3
2139,30,opted_out,1
2139,60,opted_out,2
2139,90,opted_out,3
2140,30,delivered,1
2140,60,delivered,2
2140,90,delivered,3
2141,30,delivered,1
2141,60,opted_out,2
2141,90,opted_out,3
2142,30,opted_out,1
2142,60,opted_out,2
2142,90,opted_out,3
2146,30,delivered,1
2146,60,delivered,2
2146,90,delivered,3
2149,30,delivered,1
2149,60,delivered,2
2149,90,delivered,3
2151,30,delivered,1
2151,60,delivered,2
2151,90,delivered,3
2152,30,delivered,1
2152,60,delivered,2
2152,90,delivered,3
2154,30,delivered,1
2154,60,delivered,2
2154,90,delivered,3
2160,30,delivered,1
2160,60,delivered,2
2160,90,delivered,3
2161,30,delivered,1
2161,60,delivered,2
2161,90,delivered,3
2163,30,delivered,1
2163,60,delivered,2
2163,90,delivered,3
2164,30,opted_out,1
2164,60,opted_out,2
2164,90,opted_out,3
2166,30,opted_out,1
2166,60,opted_out,2
2166,90,opted_out,3
2168,30,delivered,1
2168,60,delivered,2
2168,90,delivered,3
2169,30,delivered,1
2169,60,opted_out,2
2169,90,opted_out,3
2171,30,delivered,1
2171,60,opted_out,2
2171,90,opted_out,3
2173,30,delivered,1
2173,60,delivered,2
2173,90,opted_out,3
2174,30,delivered,1
2174,60,delivered,2
2174,90,delivered,3
2176,30,opted_out,1
2176,60,opted_out,2
2176,90,opted_out,3
2177,30,delivered,1
2177,60,delivered,2
2177,90,opted_out,3
2178,30,delivered,1
2178,60,delivered,2
2178,90,delivered,3
2181,30,delivered,1
2181,60,delivered,2
2181,90,delivered,3
2182,30,delivered,1
2182,60,delivered,2
2182,90,delivered,3
2185,30,delivered,1
2185,60,delivered,2
2185,90,delivered,3
2187,30,delivered,1
2187,60,delivered,2
2187,90,delivered,3
2188,30,delivered,1
2188,60,delivered,2
2188,90,delivered,3
2191,30,delivered,1
2191,60,delivered,2
2191,90,delivered,3
2193,30,delivered,1
2193,60,delivered,2
2193,90,opted_out,3
2195,30,delivered,1
2195,60,delivered,2
2195,90,delivered,3
2197,30,opted_out,1
2197,60,opted_out,2
2197,90,opted_out,3
2198,30,delivered,1
2198,60,delivered,2
2198,90,delivered,3
2200,30,delivered,1
2200,60,delivered,2
2200,90,delivered,3
2201,30,delivered,1
2201,60,delivered,2
2201,90,delivered,3
2203,30,delivered,1
2203,60,delivered,2
2203,90,delivered,3
2205,30,delivered,1
2205,60,delivered,2
2205,90,delivered,3
2206,30,delivered,1
2206,60,delivered,2
2206,90,delivered,3
2207,30,delivered,1
2207,60,delivered,2
2207,90,delivered,3
2208,30,opted_out,1
2208,60,opted_out,2
2208,90,opted_out,3
2209,30,delivered,1
2209,60,delivered,2
2209,90,delivered,3
2210,30,delivered,1
2210,60,delivered,2
2210,90,delivered,3
2211,30,delivered,1
2211,60,delivered,2
2211,90,opted_out,3
2212,30,delivered,1
2212,60,delivered,2
2212,90,delivered,3
2214,30,delivered,1
2214,60,delivered,2
2214,90,delivered,3
2215,30,delivered,1
2215,60,delivered,2
2215,90,delivered,3
2216,30,delivered,1
2216,60,opted_out,2
2216,90,opted_out,3
2218,30,delivered,1
2218,60,delivered,2
2218,90,delivered,3
2220,30,delivered,1
2220,60,delivered,2
2220,90,delivered,3
2222,30,delivered,1
2222,60,delivered,2
2222,90,delivered,3
2223,30,delivered,1
2223,60,delivered,2
2223,90,delivered,3
2224,30,opted_out,1
2224,60,opted_out,2
2224,90,opted_out,3
2226,30,delivered,1
2226,60,delivered,2
2226,90,delivered,3
2228,30,delivered,1
2228,60,delivered,2
2228,90,delivered,3
2231,30,delivered,1
2231,60,opted_out,2
2231,90,opted_out,3
2234,30,delivered,1
2234,60,delivered,2
2234,90,delivered,3
2235,30,delivered,1
2235,60,delivered,2
2235,90,delivered,3
2236,30,delivered,1
2236,60,delivered,2
2236,90,delivered,3
2238,30,delivered,1
2238,60,opted_out,2
2238,90,opted_out,3
2240,30,opted_out,1
2240,60,opted_out,2
2240,90,opted_out,3
2243,30,delivered,1
2243,60,opted_out,2
2243,90,opted_out,3
2246,30,delivered,1
2246,60,delivered,2
2246,90,delivered,3
2247,30,delivered,1
2247,60,delivered,2
2247,90,delivered,3
2248,30,delivered,1
2248,60,delivered,2
2248,90,delivered,3
2249,30,delivered,1
2249,60,delivered,2
2249,90,delivered,3
2250,30,opted_out,1
2250,60,opted_out,2
2250,90,opted_out,3
2251,30,delivered,1
2251,60,delivered,2
2251,90,delivered,3
2252,30,delivered,1
2252,60,delivered,2
2252,90,delivered,3
2253,30,delivered,1
2253,60,opted_out,2
2253,90,opted_out,3
2254,30,delivered,1
2254,60,delivered,2
2254,90,delivered,3
2255,30,delivered,1
2255,60,delivered,2
2255,90,delivered,3
2256,30,delivered,1
2256,60,delivered,2
2256,90,delivered,3
2257,30,delivered,1
2257,60,delivered,2
2257,90,delivered,3
2258,30,opted_out,1
2258,60,opted_out,2
2258,90,opted_out,3
2265,30,delivered,1
2265,60,delivered,2
2265,90,delivered,3
2267,30,delivered,1
2267,60,delivered,2
2267,90,delivered,3
2269,30,opted_out,1
2269,60,opted_out,2
2269,90,opted_out,3
2271,30,opted_out,1
2271,60,opted_out,2
2271,90,opted_out,3
2275,30,delivered,1
2275,60,delivered,2
2275,90,opted_out,3
2276,30,delivered,1
2276,60,delivered,2
2276,90,delivered,3
2278,30,delivered,1
2278,60,delivered,2
2278,90,opted_out,3
2279,30,delivered,1
2279,60,delivered,2
2279,90,delivered,3
2282,30,opted_out,1
2282,60,opted_out,2
2282,90,opted_out,3
2283,30,opted_out,1
2283,60,opted_out,2
2283,90,opted_out,3
2288,30,delivered,1
2288,60,delivered,2
2288,90,delivered,3
2291,30,delivered,1
2291,60,delivered,2
2291,90,delivered,3
2292,30,delivered,1
2292,60,delivered,2
2292,90,delivered,3
2294,30,delivered,1
2294,60,delivered,2
2294,90,opted_out,3
2296,30,delivered,1
2296,60,delivered,2
2296,90,delivered,3
2297,30,delivered,1
2297,60,delivered,2
2297,90,delivered,3
2299,30,opted_out,1
2299,60,opted_out,2
2299,90,opted_out,3
2300,30,delivered,1
2300,60,delivered,2
2300,90,delivered,3
2301,30,delivered,1
2301,60,delivered,2
2301,90,delivered,3
2304,30,delivered,1
2304,60,opted_out,2
2304,90,opted_out,3
2307,30,delivered,1
2307,60,delivered,2
2307,90,delivered,3
2308,30,delivered,1
2308,60,opted_out,2
2308,90,opted_out,3
2310,30,opted_out,1
2310,60,opted_out,2
2310,90,opted_out,3
2311,30,delivered,1
2311,60,delivered,2
2311,90,delivered,3
2312,30,opted_out,1
2312,60,opted_out,2
2312,90,opted_out,3
2314,30,delivered,1
2314,60,delivered,2
2314,90,delivered,3
2315,30,delivered,1
2315,60,delivered,2
2315,90,delivered,3
2316,30,delivered,1
2316,60,delivered,2
2316,90,delivered,3
2318,30,delivered,1
2318,60,delivered,2
2318,90,delivered,3
2319,30,delivered,1
2319,60,delivered,2
2319,90,delivered,3
2320,30,delivered,1
2320,60,delivered,2
2320,90,delivered,3
2321,30,delivered,1
2321,60,delivered,2
2321,90,delivered,3
2323,30,delivered,1
2323,60,delivered,2
2323,90,delivered,3
2325,30,delivered,1
2325,60,delivered,2
2325,90,delivered,3
2328,30,delivered,1
2328,60,delivered,2
2328,90,delivered,3
2334,30,delivered,1
2334,60,delivered,2
2334,90,delivered,3
2335,30,delivered,1
2335,60,delivered,2
2335,90,delivered,3
2338,30,delivered,1
2338,60,delivered,2
2338,90,opted_out,3
2340,30,delivered,1
2340,60,delivered,2
2340,90,delivered,3
2341,30,delivered,1
2341,60,delivered,2
2341,90,delivered,3
2342,30,opted_out,1
2342,60,opted_out,2
2342,90,opted_out,3
2343,30,delivered,1
2343,60,delivered,2
2343,90,delivered,3
2345,30,delivered,1
2345,60,delivered,2
2345,90,delivered,3
2349,30,delivered,1
2349,60,delivered,2
2349,90,delivered,3
2350,30,delivered,1
2350,60,delivered,2
2350,90,delivered,3
2353,30,delivered,1
2353,60,delivered,2
2353,90,delivered,3
2354,30,delivered,1
2354,60,opted_out,2
2354,90,opted_out,3
2356,30,delivered,1
2356,60,opted_out,2
2356,90,opted_out,3
2357,30,opted_out,1
2357,60,opted_out,2
2357,90,opted_out,3
2360,30,opted_out,1
2360,60,opted_out,2
2360,90,opted_out,3
2362,30,delivered,1
2362,60,delivered,2
2362,90,delivered,3
2365,30,delivered,1
2365,60,opted_out,2
2365,90,opted_out,3
2368,30,delivered,1
2368,60,delivered,2
2368,90,delivered,3
2371,30,delivered,1
2371,60,delivered,2
2371,90,delivered,3
2372,30,delivered,1
2372,60,delivered,2
2372,90,opted_out,3
2373,30,opted_out,1
2373,60,opted_out,2
2373,90,opted_out,3
2375,30,delivered,1
2375,60,delivered,2
2375,90,delivered,3
2376,30,delivered,1
2376,60,delivered,2
2376,90,delivered,3
2378,30,delivered,1
2378,60,delivered,2
2378,90,delivered,3
2379,30,opted_out,1
2379,60,opted_out,2
2379,90,opted_out,3
2380,30,delivered,1
2380,60,delivered,2
2380,90,delivered,3
2381,30,opted_out,1
2381,60,opted_out,2
2381,90,opted_out,3
2383,30,delivered,1
2383,60,delivered,2
2383,90,delivered,3
2384,30,delivered,1
2384,60,delivered,2
2384,90,opted_out,3
2385,30,delivered,1
2385,60,delivered,2
2385,90,delivered,3
2387,30,delivered,1
2387,60,opted_out,2
2387,90,opted_out,3
2388,30,delivered,1
2388,60,delivered,2
2388,90,delivered,3
2390,30,delivered,1
2390,60,delivered,2
2390,90,delivered,3
2392,30,delivered,1
2392,60,opted_out,2
2392,90,opted_out,3
2398,30,delivered,1
2398,60,delivered,2
2398,90,delivered,3
2401,30,delivered,1
2401,60,delivered,2
2401,90,delivered,3
2402,30,delivered,1
2402,60,delivered,2
2402,90,delivered,3
2403,30,delivered,1
2403,60,delivered,2
2403,90,delivered,3
2410,30,delivered,1
2410,60,opted_out,2
2410,90,opted_out,3
2411,30,delivered,1
2411,60,delivered,2
2411,90,delivered,3
2417,30,delivered,1
2417,60,delivered,2
2417,90,delivered,3
2418,30,delivered,1
2418,60,delivered,2
2418,90,delivered,3
2419,30,delivered,1
2419,60,delivered,2
2419,90,delivered,3
2421,30,delivered,1
2421,60,delivered,2
2421,90,delivered,3
2422,30,delivered,1
2422,60,delivered,2
2422,90,delivered,3
2423,30,delivered,1
2423,60,delivered,2
2423,90,delivered,3
2425,30,opted_out,1
2425,60,opted_out,2
2425,90,opted_out,3
2427,30,delivered,1
2427,60,delivered,2
2427,90,delivered,3
2430,30,delivered,1
2430,60,opted_out,2
2430,90,opted_out,3
2433,30,opted_out,1
2433,60,opted_out,2
2433,90,opted_out,3
2436,30,delivered,1
2436,60,delivered,2
2436,90,delivered,3
2437,30,delivered,1
2437,60,delivered,2
2437,90,delivered,3
2438,30,delivered,1
2438,60,delivered,2
2438,90,delivered,3
2439,30,delivered,1
2439,60,opted_out,2
2439,90,opted_out,3
2440,30,delivered,1
2440,60,delivered,2
2440,90,opted_out,3
2443,30,delivered,1
2443,60,delivered,2
2443,90,delivered,3
2448,30,delivered,1
2448,60,delivered,2
2448,90,delivered,3
2450,30,delivered,1
2450,60,delivered,2
2450,90,delivered,3
2451,30,delivered,1
2451,60,delivered,2
2451,90,delivered,3
2452,30,delivered,1
2452,60,delivered,2
2452,90,delivered,3
2453,30,delivered,1
2453,60,delivered,2
2453,90,delivered,3
2454,30,opted_out,1
2454,60,opted_out,2
2454,90,opted_out,3
2455,30,delivered,1
2455,60,opted_out,2
2455,90,opted_out,3
2456,30,delivered,1
2456,60,delivered,2
2456,90,delivered,3
2457,30,delivered,1
2457,60,delivered,2
2457,90,delivered,3
2458,30,delivered,1
2458,60,delivered,2
2458,90,delivered,3
2459,30,delivered,1
2459,60,delivered,2
2459,90,delivered,3
2466,30,delivered,1
2466,60,opted_out,2
2466,90,opted_out,3
2467,30,delivered,1
2467,60,delivered,2
2467,90,delivered,3
2470,30,delivered,1
2470,60,opted_out,2
2470,90,opted_out,3
2471,30,opted_out,1
2471,60,opted_out,2
2471,90,opted_out,3
2472,30,opted_out,1
2472,60,opted_out,2
2472,90,opted_out,3
2473,30,delivered,1
2473,60,delivered,2
2473,90,delivered,3
2474,30,delivered,1
2474,60,opted_out,2
2474,90,opted_out,3
2475,30,delivered,1
2475,60,delivered,2
2475,90,delivered,3
2476,30,delivered,1
2476,60,delivered,2
2476,90,delivered,3
2480,30,delivered,1
2480,60,delivered,2
2480,90,delivered,3
2481,30,delivered,1
2481,60,delivered,2
2481,90,delivered,3
2485,30,delivered,1
2485,60,delivered,2
2485,90,delivered,3
2486,30,delivered,1
2486,60,delivered,2
2486,90,delivered,3
2487,30,opted_out,1
2487,60,opted_out,2
2487,90,opted_out,3
2488,30,delivered,1
2488,60,delivered,2
2488,90,delivered,3
2489,30,delivered,1
2489,60,delivered,2
2489,90,delivered,3
2490,30,delivered,1
2490,60,delivered,2
2490,90,delivered,3
2491,30,delivered,1
2491,60,opted_out,2
2491,90,opted_out,3
2492,30,delivered,1
2492,60,delivered,2
2492,90,delivered,3
2494,30,delivered,1
2494,60,delivered,2
2494,90,delivered,3
2497,30,opted_out,1
2497,60,opted_out,2
2497,90,opted_out,3
2498,30,delivered,1
2498,60,delivered,2
2498,90,delivered,3
2499,30,delivered,1
2499,60,delivered,2
2499,90,delivered,3
2500,30,delivered,1
2500,60,delivered,2
2500,90,opted_out,3
2503,30,delivered,1
2503,60,delivered,2
2503,90,delivered,3
2504,30,delivered,1
2504,60,opted_out,2
2504,90,opted_out,3
2506,30,delivered,1
2506,60,delivered,2
2506,90,opted_out,3
2507,30,delivered,1
2507,60,delivered,2
2507,90,delivered,3
2508,30,delivered,1
2508,60,delivered,2
2508,90,delivered,3
2509,30,delivered,1
2509,60,delivered,2
2509,90,opted_out,3
2510,30,delivered,1
2510,60,delivered,2
2510,90,delivered,3
2513,30,opted_out,1
2513,60,opted_out,2
2513,90,opted_out,3
2515,30,opted_out,1
2515,60,opted_out,2
2515,90,opted_out,3
2516,30,delivered,1
2516,60,delivered,2
2516,90,delivered,3
2520,30,delivered,1
2520,60,delivered,2
2520,90,delivered,3
2521,30,opted_out,1
2521,60,opted_out,2
2521,90,opted_out,3
2523,30,delivered,1
2523,60,delivered,2
2523,90,delivered,3
2526,30,delivered,1
2526,60,delivered,2
2526,90,delivered,3
2530,30,opted_out,1
2530,60,opted_out,2
2530,90,opted_out,3
2532,30,delivered,1
2532,60,delivered,2
2532,90,delivered,3
2533,30,delivered,1
2533,60,delivered,2
2533,90,delivered,3
2536,30,delivered,1
2536,60,opted_out,2
2536,90,opted_out,3
2540,30,delivered,1
2540,60,delivered,2
2540,90,delivered,3
2541,30,delivered,1
2541,60,delivered,2
2541,90,delivered,3
2542,30,delivered,1
2542,60,delivered,2
2542,90,opted_out,3
2544,30,delivered,1
2544,60,opted_out,2
2544,90,opted_out,3
2545,30,delivered,1
2545,60,delivered,2
2545,90,delivered,3
2554,30,delivered,1
2554,60,delivered,2
2554,90,delivered,3
2555,30,delivered,1
2555,60,delivered,2
2555,90,delivered,3
2556,30,delivered,1
2556,60,delivered,2
2556,90,delivered,3
2558,30,delivered,1
2558,60,delivered,2
2558,90,delivered,3
2559,30,delivered,1
2559,60,opted_out,2
2559,90,opted_out,3
2564,30,delivered,1
2564,60,delivered,2
2564,90,delivered,3
2565,30,delivered,1
2565,60,delivered,2
2565,90,delivered,3
2568,30,delivered,1
2568,60,delivered,2
2568,90,delivered,3
2569,30,delivered,1
2569,60,delivered,2
2569,90,delivered,3
2570,30,delivered,1
2570,60,delivered,2
2570,90,delivered,3
2571,30,opted_out,1
2571,60,opted_out,2
2571,90,opted_out,3
2572,30,delivered,1
2572,60,delivered,2
2572,90,delivered,3
2573,30,opted_out,1
2573,60,opted_out,2
2573,90,opted_out,3
2574,30,delivered,1
2574,60,delivered,2
2574,90,delivered,3
2577,30,delivered,1
2577,60,delivered,2
2577,90,delivered,3
2578,30,delivered,1
2578,60,delivered,2
2578,90,delivered,3
2579,30,delivered,1
2579,60,delivered,2
2579,90,delivered,3
2581,30,delivered,1
2581,60,delivered,2
2581,90,delivered,3
2583,30,delivered,1
2583,60,delivered,2
2583,90,opted_out,3
2585,30,opted_out,1
2585,60,opted_out,2
2585,90,opted_out,3
2588,30,delivered,1
2588,60,delivered,2
2588,90,delivered,3
2589,30,delivered,1
2589,60,delivered,2
2589,90,delivered,3
2590,30,delivered,1
2590,60,delivered,2
2590,90,delivered,3
2591,30,opted_out,1
2591,60,opted_out,2
2591,90,opted_out,3
2595,30,delivered,1
2595,60,delivered,2
2595,90,delivered,3
2596,30,delivered,1
2596,60,delivered,2
2596,90,delivered,3
2598,30,opted_out,1
2598,60,opted_out,2
2598,90,opted_out,3
2599,30,delivered,1
2599,60,delivered,2
2599,90,delivered,3
2600,30,delivered,1
2600,60,delivered,2
2600,90,delivered,3
2601,30,delivered,1
2601,60,delivered,2
2601,90,opted_out,3
2603,30,delivered,1
2603,60,delivered,2
2603,90,delivered,3
2604,30,opted_out,1
2604,60,opted_out,2
2604,90,opted_out,3
2605,30,delivered,1
2605,60,delivered,2
2605,90,delivered,3
2606,30,delivered,1
2606,60,delivered,2
2606,90,delivered,3
2607,30,delivered,1
2607,60,delivered,2
2607,90,delivered,3
2608,30,delivered,1
2608,60,opted_out,2
2608,90,opted_out,3
2609,30,delivered,1
2609,60,delivered,2
2609,90,delivered,3
2610,30,delivered,1
2610,60,opted_out,2
2610,90,opted_out,3
2612,30,delivered,1
2612,60,delivered,2
2612,90,delivered,3
2614,30,opted_out,1
2614,60,opted_out,2
2614,90,opted_out,3
2615,30,delivered,1
2615,60,delivered,2
2615,90,opted_out,3
2617,30,delivered,1
2617,60,opted_out,2
2617,90,opted_out,3
2618,30,delivered,1
2618,60,opted_out,2
2618,90,opted_out,3
2619,30,delivered,1
2619,60,delivered,2
2619,90,delivered,3
2620,30,delivered,1
2620,60,delivered,2
2620,90,delivered,3
2623,30,delivered,1
2623,60,delivered,2
2623,90,delivered,3
2624,30,delivered,1
2624,60,delivered,2
2624,90,delivered,3
2625,30,delivered,1
2625,60,delivered,2
2625,90,delivered,3
2626,30,delivered,1
2626,60,opted_out,2
2626,90,opted_out,3
2629,30,delivered,1
2629,60,delivered,2
2629,90,delivered,3
2630,30,delivered,1
2630,60,delivered,2
2630,90,delivered,3
2632,30,delivered,1
2632,60,delivered,2
2632,90,delivered,3
2635,30,delivered,1
2635,60,delivered,2
2635,90,delivered,3
2637,30,delivered,1
2637,60,delivered,2
2637,90,delivered,3
2638,30,delivered,1
2638,60,delivered,2
2638,90,delivered,3
2641,30,opted_out,1
2641,60,opted_out,2
2641,90,opted_out,3
2643,30,delivered,1
2643,60,delivered,2
2643,90,delivered,3
2647,30,opted_out,1
2647,60,opted_out,2
2647,90,opted_out,3
2648,30,delivered,1
2648,60,delivered,2
2648,90,delivered,3
2650,30,delivered,1
2650,60,delivered,2
2650,90,delivered,3
2652,30,delivered,1
2652,60,delivered,2
2652,90,delivered,3
2653,30,delivered,1
2653,60,delivered,2
2653,90,delivered,3
2654,30,opted_out,1
2654,60,opted_out,2
2654,90,opted_out,3
2655,30,delivered,1
2655,60,delivered,2
2655,90,delivered,3
2656,30,opted_out,1
2656,60,opted_out,2
2656,90,opted_out,3
2657,30,delivered,1
2657,60,delivered,2
2657,90,delivered,3
2659,30,delivered,1
2659,60,opted_out,2
2659,90,opted_out,3
2661,30,delivered,1
2661,60,delivered,2
2661,90,delivered,3
2663,30,delivered,1
2663,60,delivered,2
2663,90,delivered,3
2665,30,delivered,1
2665,60,delivered,2
2665,90,opted_out,3
2666,30,delivered,1
2666,60,delivered,2
2666,90,opted_out,3
2667,30,delivered,1
2667,60,delivered,2
2667,90,opted_out,3
2668,30,delivered,1
2668,60,delivered,2
2668,90,delivered,3
2669,30,opted_out,1
2669,60,opted_out,2
2669,90,opted_out,3
2671,30,delivered,1
2671,60,delivered,2
2671,90,delivered,3
2673,30,delivered,1
2673,60,delivered,2
2673,90,delivered,3
2675,30,delivered,1
2675,60,delivered,2
2675,90,delivered,3
2678,30,delivered,1
2678,60,delivered,2
2678,90,delivered,3
2679,30,opted_out,1
2679,60,opted_out,2
2679,90,opted_out,3
2681,30,delivered,1
2681,60,delivered,2
2681,90,delivered,3
2682,30,delivered,1
2682,60,delivered,2
2682,90,delivered,3
2683,30,delivered,1
2683,60,delivered,2
2683,90,opted_out,3
2684,30,delivered,1
2684,60,delivered,2
2684,90,delivered,3
2686,30,delivered,1
2686,60,delivered,2
2686,90,delivered,3
2687,30,delivered,1
2687,60,delivered,2
2687,90,delivered,3
2688,30,delivered,1
2688,60,delivered,2
2688,90,delivered,3
2689,30,delivered,1
2689,60,delivered,2
2689,90,delivered,3
2693,30,delivered,1
2693,60,delivered,2
2693,90,opted_out,3
2694,30,delivered,1
2694,60,opted_out,2
2694,90,opted_out,3
2695,30,delivered,1
2695,60,delivered,2
2695,90,opted_out,3
2700,30,delivered,1
2700,60,delivered,2
2700,90,opted_out,3
2703,30,delivered,1
2703,60,delivered,2
2703,90,delivered,3
2704,30,delivered,1
2704,60,delivered,2
2704,90,delivered,3
2706,30,delivered,1
2706,60,delivered,2
2706,90,delivered,3
2707,30,delivered,1
2707,60,opted_out,2
2707,90,opted_out,3
2708,30,opted_out,1
2708,60,opted_out,2
2708,90,opted_out,3
2713,30,delivered,1
2713,60,delivered,2
2713,90,delivered,3
2715,30,delivered,1
2715,60,delivered,2
2715,90,opted_out,3
2716,30,delivered,1
2716,60,delivered,2
2716,90,delivered,3
2720,30,delivered,1
2720,60,delivered,2
2720,90,delivered,3
2721,30,delivered,1
2721,60,delivered,2
2721,90,delivered,3
2723,30,delivered,1
2723,60,delivered,2
2723,90,delivered,3
2724,30,delivered,1
2724,60,delivered,2
2724,90,delivered,3
2726,30,delivered,1
2726,60,delivered,2
2726,90,opted_out,3
2727,30,delivered,1
2727,60,delivered,2
2727,90,delivered,3
2728,30,delivered,1
2728,60,delivered,2
2728,90,delivered,3
2729,30,delivered,1
2729,60,delivered,2
2729,90,delivered,3
2730,30,delivered,1
2730,60,delivered,2
2730,90,delivered,3
2731,30,delivered,1
2731,60,opted_out,2
2731,90,opted_out,3
2732,30,delivered,1
2732,60,delivered,2
2732,90,delivered,3
2733,30,opted_out,1
2733,60,opted_out,2
2733,90,opted_out,3
2734,30,delivered,1
2734,60,delivered,2
2734,90,delivered,3
2736,30,delivered,1
2736,60,delivered,2
2736,90,delivered,3
2739,30,delivered,1
2739,60,delivered,2
2739,90,opted_out,3
2740,30,opted_out,1
2740,60,opted_out,2
2740,90,opted_out,3
2742,30,delivered,1
2742,60,delivered,2
2742,90,delivered,3
2746,30,delivered,1
2746,60,delivered,2
2746,90,delivered,3
2747,30,delivered,1
2747,60,delivered,2
2747,90,delivered,3
2748,30,opted_out,1
2748,60,opted_out,2
2748,90,opted_out,3
2750,30,delivered,1
2750,60,delivered,2
2750,90,delivered,3
2753,30,opted_out,1
2753,60,opted_out,2
2753,90,opted_out,3
2754,30,delivered,1
2754,60,delivered,2
2754,90,delivered,3
2756,30,opted_out,1
2756,60,opted_out,2
2756,90,opted_out,3
2757,30,delivered,1
2757,60,opted_out,2
2757,90,opted_out,3
2758,30,delivered,1
2758,60,delivered,2
2758,90,delivered,3
2759,30,delivered,1
2759,60,delivered,2
2759,90,opted_out,3
2760,30,delivered,1
2760,60,delivered,2
2760,90,delivered,3
2763,30,opted_out,1
2763,60,opted_out,2
2763,90,opted_out,3
2764,30,opted_out,1
2764,60,opted_out,2
2764,90,opted_out,3
2765,30,delivered,1
2765,60,delivered,2
2765,90,opted_out,3
2767,30,delivered,1
2767,60,opted_out,2
2767,90,opted_out,3
2771,30,opted_out,1
2771,60,opted_out,2
2771,90,opted_out,3
2773,30,delivered,1
2773,60,delivered,2
2773,90,delivered,3
2779,30,delivered,1
2779,60,opted_out,2
2779,90,opted_out,3
2780,30,delivered,1
2780,60,delivered,2
2780,90,delivered,3
2785,30,delivered,1
2785,60,delivered,2
2785,90,delivered,3
2788,30,opted_out,1
2788,60,opted_out,2
2788,90,opted_out,3
2789,30,delivered,1
2789,60,delivered,2
2789,90,delivered,3
2791,30,delivered,1
2791,60,delivered,2
2791,90,delivered,3
2795,30,delivered,1
2795,60,delivered,2
2795,90,delivered,3
2796,30,delivered,1
2796,60,opted_out,2
2796,90,opted_out,3
2799,30,delivered,1
2799,60,delivered,2
2799,90,opted_out,3
2800,30,delivered,1
2800,60,delivered,2
2800,90,delivered,3
2802,30,opted_out,1
2802,60,opted_out,2
2802,90,opted_out,3
2808,30,delivered,1
2808,60,opted_out,2
2808,90,opted_out,3
2809,30,delivered,1
2809,60,delivered,2
2809,90,delivered,3
2810,30,opted_out,1
2810,60,opted_out,2
2810,90,opted_out,3
2811,30,opted_out,1
2811,60,opted_out,2
2811,90,opted_out,3
2813,30,delivered,1
2813,60,opted_out,2
2813,90,opted_out,3
2814,30,delivered,1
2814,60,delivered,2
2814,90,opted_out,3
2816,30,delivered,1
2816,60,delivered,2
2816,90,delivered,3
2817,30,delivered,1
2817,60,delivered,2
2817,90,delivered,3
2819,30,opted_out,1
2819,60,opted_out,2
2819,90,opted_out,3
2820,30,delivered,1
2820,60,delivered,2
2820,90,delivered,3
2821,30,delivered,1
2821,60,opted_out,2
2821,90,opted_out,3
2825,30,opted_out,1
2825,60,opted_out,2
2825,90,opted_out,3
2827,30,delivered,1
2827,60,delivered,2
2827,90,opted_out,3
2829,30,delivered,1
2829,60,delivered,2
2829,90,delivered,3
2830,30,delivered,1
2830,60,opted_out,2
2830,90,opted_out,3
2831,30,delivered,1
2831,60,delivered,2
2831,90,delivered,3
2832,30,delivered,1
2832,60,delivered,2
2832,90,delivered,3
2833,30,delivered,1
2833,60,delivered,2
2833,90,delivered,3
2834,30,delivered,1
2834,60,opted_out,2
2834,90,opted_out,3
2838,30,delivered,1
2838,60,delivered,2
2838,90,delivered,3
2839,30,delivered,1
2839,60,delivered,2
2839,90,delivered,3
2841,30,delivered,1
2841,60,delivered,2
2841,90,opted_out,3
2844,30,delivered,1
2844,60,delivered,2
2844,90,delivered,3
2848,30,delivered,1
2848,60,opted_out,2
2848,90,opted_out,3
2849,30,opted_out,1
2849,60,opted_out,2
2849,90,opted_out,3
2851,30,delivered,1
2851,60,delivered,2
2851,90,delivered,3
2852,30,delivered,1
2852,60,delivered,2
2852,90,delivered,3
2854,30,opted_out,1
2854,60,opted_out,2
2854,90,opted_out,3
2857,30,delivered,1
2857,60,delivered,2
2857,90,delivered,3
