pid,prf_class,prf_device,prf_first_login,prf_pn_status,prf_stop_comms
1591,passive,ios,4,disabled,False
1592,high_engager,ios,2,disabled,False
1593,passive,ios,3,enabled,False
1594,moderate,ios,4,disabled,False
1595,passive,ios,4,enabled,False
1596,passive,ios,1,enabled,False
1597,passive,ios,13,enabled,False
1598,passive,ios,12,enabled,False
1599,moderate,ios,1,enabled,True
1600,moderate,android,4,disabled,False
1601,moderate,ios,6,disabled,False
1602,passive,ios,3,enabled,False
1603,high_engager,android,10,enabled,False
1604,moderate,android,11,enabled,False
1605,moderate,android,3,disabled,False
1606,passive,ios,7,enabled,False
1607,high_engager,android,3,enabled,False
1608,high_engager,ios,13,enabled,False
1609,passive,android,4,enabled,False
1610,moderate,android,10,disabled,False
1611,moderate,ios,8,enabled,False
1612,high_engager,ios,3,enabled,False
1613,moderate,ios,0,enabled,False
1614,passive,android,3,enabled,False
1615,high_engager,ios,13,enabled,False
1616,passive,android,6,disabled,False
1617,passive,android,8,enabled,False
1618,moderate,ios,7,enabled,False
1619,high_engager,android,6,enabled,False
1620,passive,android,6,enabled,True
1621,high_engager,ios,3,disabled,False
1622,high_engager,android,7,enabled,False
1623,passive,android,5,disabled,False
1624,passive,ios,13,enabled,False
1625,moderate,ios,5,unknown,False
1626,moderate,android,5,enabled,False
1627,moderate,ios,8,enabled,False
1628,passive,ios,5,disabled,False
1629,high_engager,android,5,disabled,False
1630,high_engager,android,10,enabled,False
1631,passive,ios,5,enabled,True
1632,passive,ios,12,enabled,False
1633,passive,android,1,enabled,False
1634,passive,android,4,enabled,False
1635,passive,ios,3,enabled,False
1636,high_engager,android,12,enabled,True
1637,high_engager,ios,7,enabled,False
1638,high_engager,ios,11,enabled,False
1639,moderate,ios,4,enabled,False
1640,moderate,android,3,disabled,False
1641,passive,ios,11,enabled,False
1642,high_engager,android,3,disabled,False
1643,high_engager,android,2,enabled,False
1644,high_engager,android,9,enabled,False
1645,high_engager,ios,11,disabled,False
1646,moderate,ios,10,disabled,False
1647,moderate,android,0,disabled,False
1648,high_engager,android,10,enabled,False
1649,moderate,ios,4,enabled,False
1650,moderate,android,0,disabled,False
1651,high_engager,android,13,enabled,False
1652,moderate,ios,9,enabled,False
1653,passive,ios,12,disabled,False
1654,passive,ios,13,enabled,False
1655,high_engager,android,9,enabled,False
1656,high_engager,ios,4,enabled,False
1657,passive,ios,3,enabled,False
1658,passive,ios,2,enabled,False
1659,moderate,ios,9,enabled,True
1660,moderate,ios,8,disabled,False
1661,moderate,ios,13,disabled,False
1662,passive,android,2,enabled,False
1663,passive,ios,13,unknown,False
1664,moderate,android,3,disabled,False
1665,high_engager,android,6,disabled,False
1666,passive,android,0,enabled,False
1667,moderate,ios,1,enabled,False
1668,high_engager,ios,3,disabled,False
1669,moderate,android,11,enabled,False
1670,passive,android,8,disabled,False
1671,moderate,ios,0,enabled,True
1672,high_engager,ios,3,disabled,False
1673,moderate,ios,7,disabled,False
1674,passive,ios,7,enabled,False
1675,moderate,ios,6,disabled,False
1676,high_engager,android,10,disabled,False
1677,passive,android,5,disabled,False
1678,high_engager,ios,6,enabled,False
1679,high_engager,android,6,enabled,False
1680,moderate,ios,12,disabled,False
1681,moderate,ios,10,enabled,False
1682,passive,ios,2,disabled,False
1683,passive,android,10,enabled,False
1684,moderate,ios,13,enabled,False
1685,moderate,ios,9,enabled,False
1686,passive,android,2,enabled,False
1687,passive,android,3,disabled,False
1688,moderate,ios,9,enabled,False
1689,passive,ios,1,disabled,False
1690,passive,ios,7,enabled,False
1691,high_engager,ios,13,disabled,False
1692,high_engager,ios,3,disabled,False
1693,moderate,android,5,disabled,False
1694,moderate,ios,2,enabled,False
1695,high_engager,ios,12,enabled,False
1696,passive,ios,1,enabled,False
1697,moderate,ios,0,enabled,False
1698,high_engager,ios,11,enabled,False
1699,passive,android,7,enabled,False
1700,moderate,ios,2,disabled,True
1701,moderate,android,11,enabled,False
1702,passive,ios,8,enabled,False
1703,moderate,ios,8,disabled,False
1704,moderate,android,2,enabled,False
1705,passive,android,0,enabled,False
1706,passive,ios,7,enabled,False
1707,passive,ios,11,enabled,True
1708,passive,android,1,disabled,False
1709,passive,ios,9,enabled,False
1710,passive,android,5,enabled,False
1711,passive,android,10,enabled,False
1712,moderate,android,9,disabled,False
1713,moderate,ios,12,enabled,False
1714,passive,ios,11,enabled,False
1715,moderate,ios,4,disabled,False
1716,moderate,android,13,unknown,False
1717,passive,ios,7,enabled,True
1718,passive,ios,12,enabled,False
1719,high_engager,ios,5,enabled,False
1720,moderate,ios,3,enabled,False
1721,passive,ios,1,enabled,False
1722,passive,android,2,enabled,False
1723,high_engager,android,10,enabled,False
1724,passive,ios,3,enabled,False
1725,passive,ios,12,enabled,False
1726,moderate,ios,13,enabled,False
1727,passive,ios,9,enabled,False
1728,moderate,ios,13,enabled,False
1729,passive,android,8,disabled,False
1730,high_engager,android,13,enabled,False
1731,high_engager,ios,3,enabled,False
1732,moderate,android,9,enabled,False
1733,high_engager,android,2,disabled,False
1734,moderate,ios,5,enabled,False
1735,moderate,ios,4,enabled,False
1736,moderate,ios,11,enabled,False
1737,passive,android,5,enabled,False
1738,moderate,ios,12,enabled,False
1739,high_engager,android,11,disabled,False
1740,high_engager,android,4,enabled,False
1741,moderate,android,4,enabled,False
1742,moderate,ios,4,enabled,True
1743,passive,ios,7,enabled,False
1744,passive,ios,13,enabled,False
1745,moderate,ios,12,disabled,False
1746,passive,ios,8,disabled,False
1747,passive,android,8,enabled,False
1748,passive,android,13,enabled,False
1749,passive,android,4,enabled,False
1750,passive,android,8,disabled,False
1751,moderate,ios,4,enabled,False
1752,moderate,android,13,enabled,False
1753,moderate,ios,7,disabled,False
1754,passive,android,7,enabled,False
1755,moderate,ios,11,enabled,False
1756,moderate,ios,11,enabled,False
1757,high_engager,android,5,enabled,True
1758,passive,ios,7,enabled,False
1759,passive,ios,4,enabled,False
1760,moderate,android,12,enabled,False
1761,moderate,ios,0,enabled,False
1762,moderate,android,4,enabled,False
1763,high_engager,ios,11,enabled,False
1764,high_engager,ios,7,disabled,True
1765,moderate,android,9,enabled,False
1766,high_engager,ios,2,enabled,False
1767,high_engager,android,11,enabled,False
1768,high_engager,android,11,disabled,False
1769,passive,android,2,enabled,False
1770,high_engager,ios,4,enabled,False
1771,passive,android,7,enabled,False
1772,moderate,ios,0,enabled,False
1773,high_engager,android,3,enabled,False
1774,moderate,ios,2,enabled,False
1775,moderate,ios,6,enabled,False
1776,high_engager,android,12,disabled,False
1777,high_engager,ios,9,disabled,False
1778,high_engager,android,6,enabled,False
1779,passive,ios,12,enabled,False
1780,high_engager,android,1,unknown,False
1781,moderate,ios,2,enabled,False
1782,moderate,android,8,enabled,False
1783,moderate,android,8,enabled,False
1784,high_engager,ios,13,enabled,False
1785,moderate,android,12,enabled,False
1786,passive,android,10,enabled,True
1787,passive,android,6,disabled,False
1788,moderate,android,8,enabled,False
1789,high_engager,ios,4,disabled,False
1790,passive,android,8,enabled,False
1791,moderate,ios,5,enabled,False
1792,moderate,ios,7,disabled,False
1793,passive,ios,6,unknown,False
1794,moderate,android,5,enabled,False
1795,passive,ios,8,enabled,False
1796,moderate,ios,3,enabled,False
1797,moderate,android,13,enabled,False
1798,moderate,ios,7,disabled,False
1799,moderate,ios,9,enabled,True
1800,moderate,android,1,disabled,False
1801,passive,android,10,disabled,False
1802,moderate,ios,0,enabled,False
1803,high_engager,ios,3,enabled,False
1804,passive,ios,8,enabled,False
1805,passive,android,7,enabled,False
1806,moderate,ios,4,enabled,False
1807,high_engager,ios,0,enabled,False
1808,high_engager,ios,11,disabled,False
1809,moderate,android,9,disabled,False
1810,passive,ios,10,enabled,False
1811,passive,android,4,enabled,False
1812,passive,android,12,disabled,False
1813,moderate,ios,2,disabled,False
1814,passive,ios,6,enabled,False
1815,passive,android,0,enabled,False
1816,passive,ios,11,enabled,False
1817,moderate,ios,3,enabled,False
1818,high_engager,ios,9,enabled,False
1819,passive,ios,7,enabled,False
1820,moderate,ios,12,disabled,False
1821,high_engager,ios,1,enabled,False
1822,passive,ios,6,disabled,False
1823,moderate,ios,4,disabled,False
1824,passive,android,9,enabled,False
1825,passive,android,2,disabled,False
1826,passive,ios,3,enabled,False
1827,passive,ios,5,enabled,False
1828,passive,android,11,enabled,False
1829,passive,ios,1,enabled,False
1830,moderate,android,10,disabled,False
1831,passive,ios,7,disabled,False
1832,high_engager,ios,8,disabled,False
1833,passive,android,7,disabled,False
1834,high_engager,android,2,enabled,False
1835,passive,android,4,disabled,False
1836,passive,ios,6,enabled,False
1837,high_engager,ios,3,enabled,False
1838,passive,ios,13,enabled,False
1839,passive,android,6,disabled,False
1840,moderate,android,13,enabled,False
1841,high_engager,ios,0,disabled,False
1842,passive,android,13,enabled,False
1843,passive,ios,4,enabled,False
1844,high_engager,android,13,disabled,False
1845,moderate,ios,6,disabled,False
1846,passive,ios,9,disabled,False
1847,passive,android,3,disabled,True
1848,passive,android,9,enabled,False
1849,passive,android,12,enabled,False
1850,moderate,ios,12,enabled,False
1851,passive,ios,10,enabled,False
1852,moderate,ios,6,disabled,True
1853,passive,ios,3,unknown,False
1854,moderate,ios,4,enabled,True
1855,passive,ios,3,disabled,False
1856,moderate,android,12,disabled,False
1857,moderate,android,0,enabled,False
1858,moderate,ios,1,disabled,False
1859,passive,android,3,unknown,False
1860,passive,ios,5,enabled,False
1861,passive,ios,13,enabled,False
1862,passive,ios,12,enabled,False
1863,high_engager,ios,2,disabled,False
1864,moderate,ios,11,disabled,False
1865,passive,ios,9,enabled,False
1866,high_engager,ios,5,enabled,False
1867,moderate,android,5,disabled,False
1868,passive,ios,5,enabled,False
1869,passive,ios,11,disabled,False
1870,high_engager,android,5,enabled,False
1871,passive,ios,13,enabled,False
1872,moderate,ios,10,enabled,False
1873,moderate,ios,5,disabled,False
1874,moderate,android,4,enabled,False
1875,passive,ios,5,enabled,True
1876,high_engager,ios,6,enabled,False
1877,passive,ios,13,disabled,False
1878,moderate,android,3,enabled,False
1879,moderate,ios,1,enabled,False
1880,passive,ios,11,enabled,False
1881,moderate,ios,5,disabled,False
1882,high_engager,ios,13,enabled,False
1883,passive,android,7,disabled,False
1884,moderate,android,1,enabled,False
1885,moderate,ios,6,enabled,False
1886,moderate,android,6,enabled,False
1887,passive,android,11,disabled,True
1888,passive,ios,8,disabled,False
1889,high_engager,ios,3,disabled,False
1890,passive,ios,4,enabled,False
1891,high_engager,android,0,enabled,False
1892,high_engager,ios,3,enabled,False
1893,passive,android,5,enabled,False
1894,passive,ios,1,enabled,True
1895,moderate,ios,3,enabled,False
1896,moderate,ios,6,enabled,False
1897,moderate,ios,12,disabled,True
1898,moderate,android,4,enabled,False
1899,passive,android,8,disabled,False
1900,moderate,ios,0,enabled,False
1901,moderate,ios,5,enabled,False
1902,high_engager,android,7,disabled,False
1903,passive,ios,3,enabled,True
1904,passive,ios,9,enabled,False
1905,moderate,ios,2,disabled,False
1906,high_engager,ios,13,enabled,False
1907,high_engager,android,1,disabled,False
1908,high_engager,android,6,enabled,False
1909,high_engager,ios,7,enabled,False
1910,moderate,android,5,disabled,False
1911,moderate,ios,6,disabled,False
1912,high_engager,android,2,disabled,False
1913,moderate,android,3,enabled,False
1914,moderate,ios,10,disabled,False
1915,high_engager,ios,10,enabled,False
1916,high_engager,android,0,enabled,True
1917,passive,android,4,disabled,False
1918,passive,ios,12,disabled,False
1919,high_engager,android,9,enabled,False
1920,moderate,ios,3,enabled,False
1921,high_engager,ios,8,disabled,False
1922,high_engager,android,1,disabled,False
1923,high_engager,android,1,enabled,False
1924,moderate,android,7,enabled,True
1925,moderate,ios,6,disabled,False
1926,moderate,ios,8,disabled,False
1927,moderate,ios,10,enabled,False
1928,moderate,ios,8,enabled,False
1929,moderate,ios,7,disabled,False
1930,high_engager,android,3,disabled,False
1931,high_engager,ios,11,enabled,False
1932,high_engager,ios,11,enabled,False
1933,moderate,android,6,enabled,False
1934,moderate,ios,0,disabled,False
1935,high_engager,ios,10,disabled,False
1936,high_engager,ios,13,enabled,False
1937,passive,ios,1,disabled,False
1938,passive,ios,6,enabled,False
1939,moderate,android,3,enabled,False
1940,moderate,ios,3,disabled,False
1941,high_engager,ios,3,disabled,True
1942,high_engager,android,8,enabled,False
1943,high_engager,ios,5,disabled,False
1944,moderate,android,5,enabled,False
1945,high_engager,ios,9,enabled,False
1946,moderate,android,1,enabled,False
1947,passive,android,3,enabled,False
1948,high_engager,android,3,enabled,False
1949,moderate,ios,4,enabled,False
1950,high_engager,ios,9,enabled,False
1951,moderate,android,3,enabled,False
1952,passive,ios,11,enabled,False
1953,high_engager,ios,2,enabled,False
1954,moderate,ios,6,enabled,False
1955,moderate,android,13,enabled,False
1956,passive,ios,7,disabled,False
1957,high_engager,android,0,enabled,False
1958,moderate,android,6,enabled,False
1959,high_engager,android,8,enabled,False
1960,passive,android,2,enabled,False
1961,moderate,ios,3,disabled,False
1962,moderate,ios,6,enabled,False
1963,high_engager,android,2,unknown,False
1964,moderate,ios,6,disabled,False
1965,passive,android,2,unknown,False
1966,moderate,ios,10,disabled,False
1967,passive,ios,2,disabled,False
1968,moderate,ios,0,enabled,False
1969,moderate,ios,13,enabled,False
1970,passive,ios,3,disabled,False
1971,moderate,ios,2,enabled,False
1972,passive,ios,7,enabled,False
1973,high_engager,android,10,enabled,False
1974,high_engager,ios,3,enabled,False
1975,moderate,ios,10,disabled,False
1976,moderate,ios,6,disabled,False
1977,high_engager,ios,2,enabled,False
1978,moderate,android,6,disabled,False
1979,passive,android,13,enabled,False
1980,moderate,android,2,enabled,False
1981,high_engager,android,5,enabled,True
1982,passive,android,4,enabled,False
1983,passive,ios,12,enabled,False
1984,high_engager,android,8,disabled,False
1985,high_engager,ios,9,enabled,False
1986,passive,ios,10,enabled,False
1987,moderate,android,7,enabled,False
1988,high_engager,android,6,disabled,False
1989,moderate,ios,6,enabled,False
1990,moderate,ios,0,enabled,False
1991,passive,android,12,disabled,False
1992,moderate,android,9,enabled,False
1993,moderate,android,11,enabled,False
1994,moderate,android,5,unknown,False
1995,passive,ios,13,enabled,False
1996,moderate,ios,6,disabled,False
1997,passive,android,1,disabled,False
1998,moderate,ios,12,enabled,False
1999,passive,ios,8,disabled,False
2000,passive,ios,5,enabled,False
2001,high_engager,ios,4,enabled,False
2002,passive,ios,12,enabled,False
2003,moderate,ios,7,enabled,False
2004,high_engager,android,3,enabled,False
2005,moderate,ios,5,enabled,False
2006,passive,ios,9,disabled,False
2007,moderate,android,12,enabled,False
2008,moderate,ios,6,enabled,False
2009,moderate,ios,7,disabled,False
2010,passive,ios,13,enabled,False
2011,high_engager,ios,6,unknown,False
2012,moderate,ios,10,disabled,False
2013,passive,android,10,enabled,False
2014,high_engager,android,3,enabled,True
2015,moderate,ios,2,enabled,False
2016,passive,android,6,enabled,False
2017,high_engager,ios,8,disabled,False
2018,high_engager,android,12,enabled,False
2019,moderate,ios,5,enabled,False
2020,passive,ios,9,unknown,True
2021,moderate,android,6,enabled,False
2022,passive,ios,12,enabled,False
2023,high_engager,ios,4,enabled,False
2024,high_engager,android,4,enabled,False
2025,passive,android,6,disabled,False
2026,moderate,ios,10,enabled,False
2027,moderate,ios,2,enabled,False
2028,passive,android,1,disabled,False
2029,high_engager,ios,7,disabled,False
2030,moderate,ios,11,disabled,False
2031,passive,ios,12,enabled,False
2032,moderate,ios,7,disabled,False
2033,high_engager,ios,7,enabled,False
2034,high_engager,ios,0,disabled,False
2035,moderate,ios,3,unknown,False
2036,high_engager,ios,3,disabled,False
2037,high_engager,ios,13,enabled,False
2038,moderate,ios,6,disabled,False
2039,moderate,ios,4,enabled,True
2040,passive,ios,7,disabled,False
2041,passive,ios,10,enabled,False
2042,moderate,ios,10,enabled,False
2043,high_engager,android,7,disabled,False
2044,high_engager,ios,7,disabled,False
2045,moderate,ios,8,disabled,False
2046,moderate,ios,11,enabled,True
2047,passive,ios,2,disabled,False
2048,moderate,android,11,enabled,False
2049,moderate,android,10,enabled,False
2050,passive,ios,8,enabled,False
2051,moderate,android,7,enabled,False
2052,passive,ios,3,enabled,False
2053,high_engager,android,7,disabled,True
2054,passive,ios,9,disabled,False
2055,high_engager,ios,1,enabled,False
2056,high_engager,android,6,enabled,False
2057,high_engager,android,3,enabled,False
2058,moderate,ios,1,enabled,False
2059,high_engager,ios,12,disabled,False
2060,passive,ios,6,disabled,False
2061,moderate,ios,4,enabled,True
2062,passive,ios,11,enabled,False
2063,passive,android,1,disabled,False
2064,passive,android,6,enabled,False
2065,high_engager,ios,8,disabled,False
2066,high_engager,ios,5,enabled,False
2067,passive,android,8,enabled,False
2068,passive,android,2,enabled,False
2069,high_engager,ios,4,enabled,False
2070,moderate,android,7,enabled,False
2071,moderate,android,0,enabled,False
2072,passive,ios,3,enabled,False
2073,passive,ios,6,enabled,False
2074,passive,ios,8,enabled,False
2075,moderate,ios,10,enabled,False
2076,high_engager,ios,0,disabled,False
2077,passive,android,1,enabled,False
2078,passive,android,5,disabled,False
2079,moderate,android,12,disabled,False
2080,high_engager,android,10,disabled,False
2081,high_engager,ios,9,enabled,False
2082,moderate,ios,0,disabled,False
2083,high_engager,android,6,enabled,False
2084,high_engager,ios,1,enabled,False
2085,moderate,ios,11,enabled,False
2086,moderate,android,13,enabled,False
2087,moderate,android,5,enabled,False
2088,passive,android,0,enabled,False
2089,moderate,android,9,enabled,False
2090,moderate,ios,10,enabled,False
2091,passive,ios,0,disabled,False
2092,moderate,ios,5,disabled,True
2093,high_engager,ios,11,disabled,False
2094,moderate,ios,4,disabled,False
2095,moderate,ios,5,disabled,False
2096,passive,android,9,enabled,False
2097,moderate,android,1,enabled,False
2098,passive,ios,11,enabled,False
2099,moderate,ios,8,enabled,False
2100,moderate,android,6,disabled,False
2101,passive,ios,5,enabled,False
2102,high_engager,android,0,enabled,False
2103,passive,ios,8,enabled,False
2104,moderate,ios,12,disabled,False
2105,passive,ios,5,disabled,False
2106,moderate,android,12,unknown,True
2107,high_engager,ios,8,disabled,False
2108,moderate,android,8,disabled,False
2109,high_engager,ios,9,enabled,False
2110,passive,ios,3,disabled,False
2111,moderate,ios,10,enabled,False
2112,moderate,ios,13,disabled,False
2113,passive,ios,11,enabled,False
2114,high_engager,android,6,enabled,False
2115,moderate,ios,10,enabled,False
2116,moderate,ios,12,enabled,False
2117,passive,ios,11,disabled,False
2118,moderate,android,3,enabled,False
2119,moderate,ios,0,enabled,False
2120,passive,android,12,enabled,False
2121,passive,ios,2,disabled,False
2122,passive,ios,10,enabled,False
2123,high_engager,ios,2,enabled,False
2124,high_engager,ios,6,disabled,False
2125,high_engager,android,3,disabled,False
2126,passive,android,0,enabled,False
2127,passive,ios,9,enabled,False
2128,passive,ios,5,disabled,False
2129,passive,ios,10,unknown,False
2130,moderate,ios,12,disabled,False
2131,high_engager,ios,2,enabled,False
2132,passive,ios,9,disabled,True
2133,passive,ios,7,disabled,False
2134,passive,ios,4,enabled,False
2135,high_engager,android,5,disabled,False
2136,passive,android,8,enabled,True
2137,moderate,ios,13,enabled,True
2138,moderate,ios,13,disabled,False
2139,moderate,ios,4,disabled,False
2140,high_engager,ios,5,disabled,True
2141,moderate,android,13,enabled,False
2142,moderate,android,3,enabled,False
2143,passive,android,10,unknown,False
2144,passive,android,11,disabled,False
2145,high_engager,android,0,disabled,True
2146,high_engager,ios,7,disabled,True
2147,high_engager,ios,1,enabled,False
2148,moderate,android,7,unknown,False
2149,moderate,android,6,disabled,False
2150,moderate,ios,12,enabled,False
2151,high_engager,android,0,enabled,False
2152,high_engager,ios,5,enabled,False
2153,passive,android,8,enabled,False
2154,passive,ios,10,enabled,False
2155,passive,ios,7,disabled,False
2156,high_engager,android,12,enabled,False
2157,moderate,ios,2,disabled,False
2158,passive,android,8,enabled,True
2159,passive,ios,6,enabled,False
2160,passive,ios,8,disabled,False
2161,passive,android,8,enabled,True
2162,moderate,android,6,enabled,False
2163,passive,ios,0,disabled,False
2164,passive,ios,1,disabled,False
2165,moderate,ios,12,enabled,False
2166,high_engager,ios,3,disabled,False
2167,high_engager,android,6,enabled,False
2168,passive,ios,5,enabled,False
2169,moderate,android,4,enabled,False
2170,moderate,android,3,enabled,False
2171,high_engager,ios,7,enabled,False
2172,high_engager,android,3,enabled,True
2173,passive,ios,12,enabled,False
2174,high_engager,android,12,enabled,True
2175,passive,android,4,disabled,False
2176,moderate,android,8,disabled,False
2177,high_engager,ios,13,enabled,False
2178,moderate,ios,13,disabled,False
2179,passive,ios,5,enabled,False
2180,moderate,ios,6,disabled,True
2181,passive,ios,10,enabled,False
2182,passive,android,8,enabled,False
2183,passive,ios,6,enabled,False
2184,passive,ios,8,enabled,False
2185,high_engager,android,0,enabled,True
2186,passive,android,13,enabled,False
2187,moderate,ios,10,disabled,False
2188,moderate,android,1,enabled,False
2189,passive,android,1,enabled,False
2190,moderate,ios,4,enabled,False
2191,passive,ios,13,enabled,False
2192,passive,ios,10,unknown,True
2193,passive,ios,13,disabled,False
2194,moderate,ios,10,enabled,False
2195,high_engager,ios,10,enabled,False
2196,passive,android,1,enabled,False
2197,moderate,ios,2,enabled,False
2198,passive,ios,7,enabled,False
2199,passive,android,5,enabled,False
2200,passive,android,3,enabled,False
2201,moderate,ios,5,disabled,False
2202,passive,android,11,enabled,False
2203,high_engager,android,1,enabled,True
2204,moderate,android,10,enabled,False
2205,passive,android,8,disabled,False
2206,high_engager,ios,7,enabled,False
2207,passive,android,3,unknown,False
2208,moderate,android,8,enabled,False
2209,high_engager,android,8,enabled,False
2210,high_engager,android,12,enabled,False
2211,high_engager,ios,8,disabled,False
2212,passive,ios,0,enabled,False
2213,passive,ios,11,disabled,False
2214,passive,android,8,enabled,False
2215,passive,ios,1,enabled,False
2216,passive,android,1,disabled,False
2217,moderate,ios,5,unknown,False
2218,high_engager,ios,13,enabled,True
2219,moderate,android,0,disabled,False
2220,high_engager,android,5,enabled,False
2221,passive,android,11,enabled,True
2222,moderate,ios,3,disabled,False
2223,passive,android,4,enabled,False
2224,passive,ios,0,disabled,False
2225,moderate,android,11,disabled,False
2226,high_engager,ios,0,enabled,False
2227,high_engager,ios,10,enabled,False
2228,passive,ios,13,enabled,False
2229,high_engager,ios,3,enabled,True
2230,moderate,ios,10,enabled,False
2231,moderate,ios,11,enabled,False
2232,moderate,ios,13,disabled,False
2233,high_engager,ios,2,enabled,False
2234,moderate,ios,5,enabled,True
2235,moderate,android,13,enabled,False
2236,passive,android,4,disabled,False
2237,moderate,android,7,enabled,False
2238,passive,android,10,enabled,False
2239,high_engager,ios,7,enabled,False
2240,moderate,android,9,enabled,False
2241,passive,android,6,enabled,False
2242,moderate,android,13,enabled,False
2243,high_engager,ios,1,enabled,False
2244,moderate,ios,2,enabled,False
2245,moderate,ios,5,enabled,False
2246,passive,ios,7,disabled,False
2247,passive,ios,10,disabled,False
2248,moderate,android,8,enabled,False
2249,high_engager,android,5,enabled,False
2250,moderate,ios,9,disabled,False
2251,moderate,ios,5,disabled,False
2252,high_engager,ios,13,enabled,False
2253,moderate,android,10,disabled,False
2254,passive,ios,12,enabled,False
2255,moderate,android,11,enabled,False
2256,high_engager,ios,10,enabled,False
2257,high_engager,android,6,enabled,False
2258,moderate,ios,5,enabled,False
2259,high_engager,ios,7,disabled,False
2260,moderate,android,5,enabled,False
2261,high_engager,ios,8,enabled,False
2262,moderate,ios,9,enabled,False
2263,moderate,ios,5,unknown,False
2264,passive,ios,5,enabled,False
2265,moderate,android,8,enabled,False
2266,moderate,ios,10,disabled,False
2267,moderate,android,1,enabled,True
2268,moderate,android,13,enabled,False
2269,moderate,ios,13,enabled,False
2270,passive,ios,8,disabled,False
2271,high_engager,android,9,disabled,False
2272,high_engager,android,9,disabled,False
2273,high_engager,android,11,enabled,False
2274,moderate,android,9,disabled,False
2275,passive,ios,10,enabled,False
2276,moderate,android,8,enabled,False
2277,moderate,ios,4,disabled,False
2278,passive,android,7,disabled,False
2279,high_engager,ios,2,disabled,False
2280,passive,ios,11,disabled,False
2281,passive,ios,4,disabled,False
2282,moderate,android,1,disabled,False
2283,high_engager,android,10,enabled,False
2284,passive,ios,9,enabled,False
2285,high_engager,android,10,enabled,False
2286,high_engager,ios,2,enabled,False
2287,passive,android,10,enabled,False
2288,passive,ios,11,enabled,False
2289,high_engager,ios,8,unknown,False
2290,passive,ios,8,disabled,False
2291,passive,ios,1,enabled,False
2292,passive,android,5,enabled,False
2293,moderate,android,11,disabled,False
2294,moderate,android,5,enabled,False
2295,passive,ios,11,disabled,False
2296,moderate,ios,3,unknown,False
2297,passive,ios,4,disabled,False
2298,high_engager,android,4,enabled,False
2299,high_engager,ios,8,disabled,False
2300,high_engager,ios,2,enabled,False
2301,moderate,ios,0,enabled,False
2302,passive,ios,4,enabled,True
2303,high_engager,android,2,enabled,False
2304,passive,ios,6,enabled,True
2305,passive,android,0,disabled,False
2306,moderate,ios,3,enabled,False
2307,moderate,ios,3,enabled,False
2308,moderate,android,0,disabled,True
2309,moderate,android,6,enabled,False
2310,passive,ios,11,enabled,False
2311,high_engager,ios,13,enabled,False
2312,high_engager,ios,11,enabled,False
2313,moderate,ios,11,enabled,False
2314,moderate,ios,12,enabled,False
2315,high_engager,android,5,disabled,True
2316,moderate,android,2,disabled,False
2317,passive,android,12,enabled,False
2318,passive,android,1,enabled,False
2319,moderate,android,9,enabled,True
2320,passive,ios,3,enabled,False
2321,moderate,ios,9,enabled,False
2322,moderate,android,1,enabled,False
2323,moderate,android,7,enabled,False
2324,passive,ios,9,enabled,False
2325,passive,android,11,enabled,True
2326,passive,android,9,enabled,False
2327,moderate,ios,7,enabled,False
2328,high_engager,ios,3,enabled,False
2329,high_engager,ios,11,disabled,False
2330,high_engager,ios,9,enabled,False
2331,moderate,ios,5,enabled,False
2332,moderate,ios,3,enabled,False
2333,high_engager,ios,2,disabled,False
2334,moderate,ios,10,enabled,False
2335,passive,ios,12,enabled,False
2336,high_engager,ios,4,disabled,False
2337,moderate,android,2,disabled,False
2338,passive,ios,6,enabled,True
2339,high_engager,ios,11,disabled,False
2340,high_engager,ios,12,enabled,False
2341,moderate,ios,13,disabled,False
2342,passive,ios,10,enabled,False
2343,passive,ios,8,enabled,False
2344,passive,ios,2,enabled,False
2345,high_engager,ios,11,disabled,False
2346,high_engager,android,5,disabled,False
2347,moderate,ios,3,enabled,False
2348,high_engager,ios,3,enabled,False
2349,high_engager,ios,6,enabled,False
2350,passive,ios,6,enabled,True
2351,passive,ios,13,enabled,False
2352,high_engager,android,3,disabled,False
2353,moderate,ios,5,disabled,False
2354,passive,android,0,disabled,False
2355,moderate,ios,2,enabled,False
2356,passive,ios,13,enabled,False
2357,passive,ios,13,disabled,False
2358,moderate,android,13,unknown,False
2359,passive,android,1,enabled,False
2360,high_engager,ios,4,enabled,False
2361,moderate,ios,13,enabled,False
2362,moderate,android,7,disabled,False
2363,passive,ios,6,enabled,False
2364,moderate,android,8,enabled,False
2365,moderate,ios,9,enabled,False
2366,passive,android,3,enabled,False
2367,moderate,android,10,disabled,False
2368,passive,ios,11,enabled,False
2369,high_engager,ios,6,enabled,False
2370,moderate,ios,3,disabled,False
2371,moderate,android,11,enabled,False
2372,high_engager,ios,4,enabled,False
2373,moderate,ios,8,enabled,False
2374,passive,android,1,enabled,False
2375,high_engager,ios,13,enabled,False
2376,moderate,android,2,disabled,True
2377,passive,ios,12,disabled,False
2378,high_engager,android,8,enabled,True
2379,high_engager,android,5,enabled,False
2380,moderate,ios,13,enabled,False
2381,passive,ios,4,disabled,False
2382,passive,ios,1,enabled,False
2383,passive,ios,10,disabled,False
2384,passive,android,1,enabled,False
2385,moderate,android,1,enabled,False
2386,high_engager,ios,6,enabled,False
2387,high_engager,android,10,enabled,False
