pid,app_active,survey,followup,registration,sms,quiz,reengagement
1162,True,False,False,False,True,False,False
1163,True,False,False,False,True,False,False
1164,True,False,True,True,True,False,False
1165,True,False,False,False,True,False,False
1166,True,False,False,False,True,False,True
1167,True,False,True,False,True,False,False
1168,True,False,False,False,True,False,False
1169,True,False,False,False,True,False,True
1170,True,False,True,False,False,False,True
1171,True,False,False,True,False,False,False
1172,True,False,False,False,True,False,False
1173,True,True,False,True,True,False,False
1174,True,False,False,False,False,False,False
1175,True,False,False,True,True,False,False
1176,True,False,False,False,True,False,False
1177,True,False,False,False,False,False,False
1178,True,False,False,True,True,False,False
1179,True,False,False,False,True,False,False
1180,True,True,True,True,True,False,False
1181,True,False,False,False,True,True,False
1182,True,False,False,False,True,True,False
1183,True,False,False,True,True,False,False
1184,True,False,True,False,False,False,False
1185,True,False,False,False,True,False,True
1186,True,False,False,False,True,False,False
1187,True,False,False,True,True,False,False
1188,False,False,False,False,False,False,False
1189,True,False,True,False,True,False,False
1190,True,False,True,True,True,False,True
1191,True,False,False,True,False,True,False
1192,True,False,False,True,True,False,False
1193,True,False,False,True,True,False,False
1194,False,False,False,False,True,True,False
1195,True,False,False,False,False,False,False
1196,True,False,False,False,False,False,False
1197,True,False,False,False,True,False,False
1198,True,False,False,False,False,False,False
1199,True,False,False,True,False,False,False
1200,True,False,False,True,True,False,False
1201,True,False,False,True,True,False,True
1202,True,False,True,False,True,False,True
1203,True,False,False,False,True,False,False
1204,True,False,False,False,False,False,False
1205,True,True,False,True,True,False,False
1206,True,False,False,True,True,True,False
1207,True,False,False,False,True,False,False
1208,True,False,True,False,True,False,False
1209,True,False,False,False,False,True,False
1210,True,False,False,False,True,False,False
1211,True,False,False,True,True,False,False
1212,True,False,False,False,False,False,True
1213,True,False,False,False,False,False,True
1214,True,False,False,False,True,True,True
1215,True,True,False,True,True,False,True
1216,True,False,False,True,False,False,False
1217,True,False,False,False,True,False,False
1218,True,False,False,False,False,False,False
1219,True,False,True,False,False,False,True
1220,True,False,False,True,False,False,False
1221,True,False,False,False,False,False,False
1222,True,False,False,False,False,False,False
1223,True,False,False,False,True,False,False
1224,True,False,False,True,False,False,False
1225,True,True,False,True,False,True,False
1226,True,False,False,False,True,False,False
1227,True,False,False,False,False,False,False
1228,True,False,False,False,False,False,True
1229,True,False,False,False,False,False,False
1230,True,False,False,True,True,False,False
1231,True,False,False,False,True,False,False
1232,True,False,False,False,False,False,True
1233,True,False,False,False,False,False,True
1234,True,False,False,False,True,False,False
1235,True,False,False,False,True,False,False
1236,True,False,True,False,False,False,True
1237,True,False,False,False,True,True,False
1238,True,False,False,True,False,False,False
1239,True,False,False,False,False,False,True
1240,True,False,True,False,True,False,True
1241,True,False,False,False,False,False,True
1242,True,False,False,False,True,False,False
1243,True,True,True,True,True,False,False
1244,True,False,False,False,True,False,True
1245,True,False,False,True,False,False,False
1246,True,False,False,False,False,False,False
1247,True,False,True,False,True,False,False
1248,True,False,True,False,False,False,False
1249,True,False,False,True,True,False,False
1250,True,False,False,False,False,False,False
1251,True,False,False,False,False,False,True
1252,True,False,False,False,True,False,True
1253,True,False,False,False,True,False,False
1254,True,False,False,False,True,True,False
1255,True,False,False,False,True,False,False
1256,True,False,False,True,False,False,True
1257,True,False,False,True,False,False,False
1258,True,False,False,True,True,False,False
1259,True,False,False,False,True,False,True
1260,False,False,False,False,True,False,False
1261,True,False,False,True,False,False,True
1262,True,False,False,True,False,False,True
1263,True,False,True,False,True,False,False
1264,True,False,False,False,True,True,False
1265,True,False,False,False,True,False,False
1266,True,False,False,False,True,False,False
1267,True,False,True,False,True,False,True
1268,False,False,False,False,True,False,False
1269,True,False,False,False,False,False,False
1270,True,False,False,False,True,False,False
1271,False,False,True,False,False,False,True
1272,True,False,False,False,False,False,True
1273,True,False,False,False,True,False,False
1274,True,False,False,False,True,False,True
1275,True,False,True,True,True,False,True
1276,True,True,False,True,False,False,False
1277,True,False,False,False,True,False,False
1278,True,True,False,True,False,False,False
1279,True,False,False,False,False,False,False
1280,True,False,True,False,True,True,True
1281,True,False,True,False,True,False,True
1282,True,False,False,False,True,False,False
1283,True,False,False,True,True,False,True
1284,True,False,True,True,True,False,False
1285,True,False,False,False,False,False,False
1286,True,False,False,False,True,True,False
1287,True,False,False,False,True,False,False
1288,True,False,False,False,False,False,False
1289,True,False,False,True,False,False,True
1290,True,False,False,False,True,True,True
1291,True,False,False,False,True,False,True
1292,True,False,False,False,False,False,True
1293,True,False,False,False,True,True,False
1294,True,False,False,False,True,False,False
1295,True,False,True,False,False,False,True
1296,True,False,False,False,False,False,False
1297,True,False,False,True,True,False,True
1298,True,False,False,True,True,False,False
1299,True,False,False,True,False,False,True
1300,True,False,True,False,True,False,False
1301,True,False,False,False,False,True,True
1302,True,False,False,False,True,False,True
1303,True,False,False,False,False,False,False
1304,True,False,False,True,False,False,False
1305,True,True,False,True,True,False,False
1306,True,False,False,False,False,False,False
1307,True,False,False,False,True,False,True
1308,True,False,False,False,False,False,False
1309,True,False,False,False,False,False,True
1310,True,False,False,False,False,False,True
1311,True,False,False,False,True,False,False
1312,True,False,False,False,False,False,False
1313,True,False,False,False,False,False,False
1314,True,False,False,True,True,False,False
1315,True,False,False,False,False,False,False
1316,True,False,False,False,True,False,False
1317,True,False,False,True,False,False,False
1318,True,False,False,True,False,False,True
1319,True,False,False,False,True,False,False
1320,True,False,False,True,True,True,False
1321,True,False,True,False,False,False,False
1322,True,False,False,False,True,False,False
1323,True,False,False,False,True,False,False
1324,True,False,True,True,True,False,False
1325,True,False,False,False,True,False,False
1326,True,False,False,False,True,False,False
1327,True,False,False,False,True,False,True
1328,True,True,False,True,False,False,False
1329,True,True,True,True,False,False,True
1330,True,False,True,False,False,False,False
1331,True,False,False,False,True,False,False
1332,True,True,False,True,False,False,False
1333,True,False,False,False,True,False,False
1334,False,False,False,False,False,False,True
1335,False,False,True,False,False,False,False
1336,True,False,False,False,True,False,False
1337,True,False,False,True,False,False,False
1338,True,False,False,False,False,False,False
1339,True,False,False,False,True,False,True
1340,True,False,True,False,False,False,False
1341,True,True,False,True,False,True,False
1342,True,True,False,True,True,False,False
1343,True,False,False,True,True,False,False
1344,True,False,False,True,False,False,False
1345,False,False,True,False,False,False,True
1346,True,False,False,True,True,False,False
1347,True,False,False,True,True,False,False
1348,True,False,False,False,True,False,False
1349,True,False,True,False,True,True,False
1350,True,True,True,True,True,False,True
1351,True,False,False,True,True,False,False
1352,True,False,False,True,False,False,True
1353,True,False,False,False,True,False,False
1354,True,False,True,False,False,False,True
1355,True,False,False,False,False,False,False
1356,True,False,False,False,False,False,True
1357,True,False,False,False,False,False,False
1358,True,False,False,False,False,False,True
1359,True,False,False,False,True,False,False
1360,True,False,False,True,True,False,True
1361,True,False,False,False,True,False,False
1362,True,False,True,False,True,False,False
1363,True,False,False,True,True,False,False
1364,True,False,True,False,True,False,False
1365,True,False,False,False,True,False,True
1366,True,False,True,False,True,False,True
1367,True,False,False,False,False,False,False
1368,True,False,True,False,False,False,False
1369,True,False,False,False,True,False,False
1370,True,False,False,False,True,False,True
1371,True,False,False,False,True,False,False
1372,True,False,False,True,True,False,False
1373,True,False,False,True,False,False,False
1374,True,False,False,True,True,False,False
1375,True,False,False,True,True,False,False
1376,True,False,False,False,False,False,False
1377,True,False,False,False,True,True,False
1378,True,False,False,False,False,False,False
1379,True,False,False,False,True,False,False
1380,True,False,False,True,True,False,False
1381,True,False,False,False,True,False,True
1382,True,False,False,False,False,False,False
1383,True,False,False,True,True,False,False
1384,True,False,False,True,True,False,False
1385,False,False,False,False,False,False,False
1386,True,False,True,False,False,False,False
1387,True,False,False,False,True,False,False
1388,True,False,False,False,False,False,False
1389,True,False,False,False,False,False,False
1390,True,True,False,True,False,False,False
1391,True,False,False,False,True,False,False
1392,True,False,False,False,False,False,False
1393,True,False,False,True,True,False,False
1394,True,False,True,False,True,False,False
1395,True,False,False,False,True,False,False
1396,True,False,False,False,True,False,False
1397,True,False,True,False,False,False,False
1398,True,False,False,False,False,False,False
1399,True,False,False,False,True,False,False
1400,True,False,True,False,True,False,False
1401,True,False,False,False,True,False,False
1402,True,False,False,False,False,False,False
1403,False,False,False,False,True,False,False
1404,True,False,False,False,False,False,False
1405,True,False,False,False,True,False,False
1406,True,False,False,False,False,True,False
1407,False,False,False,False,False,False,False
1408,True,False,False,False,True,False,False
1409,True,False,False,False,False,False,False
1410,True,False,False,False,False,False,False
1411,True,False,False,False,True,False,True
1412,False,False,False,False,True,False,False
1413,True,False,True,False,False,False,False
1414,True,False,False,False,True,False,True
1415,True,False,False,False,False,False,False
1416,True,False,False,False,True,False,False
1417,True,False,True,False,False,False,False
1418,True,False,False,False,False,False,False
1419,True,False,True,False,True,False,False
1420,False,False,False,False,True,False,True
1421,True,True,False,True,False,False,False
1422,True,True,False,True,True,False,False
1423,True,False,False,False,True,False,False
1424,True,False,True,False,False,False,True
1425,True,False,False,True,True,False,False
1426,True,False,False,False,False,False,True
1427,True,False,False,False,True,False,True
1428,True,False,True,False,False,False,False
1429,True,False,False,True,False,False,False
1430,True,False,False,False,True,False,False
1431,True,False,False,False,True,False,False
1432,True,False,False,False,True,False,True
1433,True,False,False,False,False,False,True
1434,True,False,False,False,True,False,True
1435,True,False,False,False,True,False,False
1436,False,False,False,False,False,False,True
1437,True,False,False,True,False,False,False
1438,True,False,False,False,True,False,False
1439,True,False,True,True,False,False,False
1440,False,False,False,False,False,False,False
1441,True,False,True,True,True,False,True
1442,True,False,False,True,False,False,False
1443,True,False,False,False,False,False,True
1444,True,False,False,False,False,False,False
1445,True,False,False,False,False,False,False
1446,True,False,False,False,True,False,False
1447,True,False,False,False,False,False,False
1448,True,False,False,False,False,False,False
1449,True,False,False,False,True,False,True
1450,True,False,False,False,True,False,False
1451,True,False,False,True,False,False,False
1452,True,False,True,True,True,False,False
1453,True,False,False,False,True,False,False
1454,True,False,True,True,True,False,False
1455,True,False,False,True,True,False,False
1456,True,False,False,False,True,False,False
1457,True,False,False,False,True,False,False
1458,True,False,False,True,True,False,False
1459,True,False,False,False,True,False,True
1460,True,False,True,False,False,False,False
1461,True,False,False,False,False,False,False
1462,True,True,False,True,True,False,True
1463,True,False,False,True,True,False,False
1464,True,False,False,False,True,False,False
1465,True,False,False,True,True,False,True
1466,True,False,False,False,False,False,False
1467,True,False,True,False,False,False,True
1468,True,False,False,False,True,False,False
1469,True,False,False,True,False,False,False
1470,True,False,False,False,False,False,False
1471,True,False,False,False,True,False,True
1472,True,False,False,False,False,False,False
1473,True,True,False,True,True,False,False
1474,True,False,False,False,False,False,False
1475,True,False,False,False,True,False,False
1476,True,False,False,True,True,False,False
1477,True,False,False,False,True,False,False
1478,True,False,False,True,True,True,False
1479,True,False,False,True,True,False,False
1480,True,False,False,False,False,False,False
1481,True,False,False,False,True,False,True
1482,True,False,True,True,False,True,True
1483,True,False,False,True,True,False,False
1484,True,False,False,True,False,False,False
1485,True,False,False,True,True,False,False
1486,True,False,True,True,True,False,False
1487,False,False,False,False,True,True,False
1488,True,False,False,True,True,False,False
1489,True,False,False,False,True,False,False
1490,True,False,False,False,False,False,True
1491,True,False,False,False,True,False,False
1492,True,False,False,False,True,False,False
1493,True,False,False,False,True,False,True
1494,True,False,True,False,False,False,False
1495,True,False,False,True,True,False,False
1496,True,False,False,True,True,False,False
1497,True,False,False,True,True,False,False
1498,True,False,False,False,False,False,False
1499,True,False,True,False,False,False,False
1500,True,False,False,False,True,False,False
1501,True,False,False,False,True,False,False
1502,False,False,False,False,True,False,False
1503,True,False,True,False,True,False,False
1504,True,False,False,False,False,False,False
1505,True,False,False,False,False,False,True
1506,True,False,False,True,True,False,False
1507,True,False,False,False,False,False,True
1508,True,False,False,False,True,False,False
1509,True,False,False,False,False,False,False
1510,True,False,True,False,False,True,False
1511,True,False,False,False,False,False,False
1512,True,False,False,False,True,False,False
1513,True,False,False,False,True,False,False
1514,True,False,False,False,True,False,False
1515,True,False,False,True,True,False,False
1516,True,False,False,False,True,False,True
1517,True,False,False,False,False,False,False
1518,False,False,True,False,False,False,False
1519,True,False,False,False,False,False,False
1520,True,False,False,True,False,False,False
1521,True,False,False,True,True,False,True
1522,True,False,False,False,True,False,False
1523,True,True,False,True,True,False,False
1524,True,False,False,False,False,False,False
1525,True,False,False,True,True,False,True
1526,True,False,False,True,True,True,False
1527,True,False,False,False,True,False,False
1528,True,False,False,False,False,False,False
1529,True,False,False,True,False,False,False
1530,True,False,False,True,False,False,False
1531,True,False,False,False,True,False,False
1532,True,False,False,True,True,False,False
1533,True,False,False,True,True,True,True
1534,True,False,False,False,False,False,False
1535,True,False,True,False,True,False,True
1536,True,False,False,False,True,True,False
1537,True,False,False,False,True,True,False
1538,True,False,False,False,True,False,False
1539,True,False,False,False,False,False,False
1540,True,False,False,False,True,False,True
1541,True,False,False,False,False,False,False
1542,True,False,False,False,True,False,False
1543,True,False,False,False,True,False,False
1544,True,False,False,True,False,False,False
1545,True,False,False,True,True,True,False
1546,True,False,True,False,False,False,False
1547,True,False,False,False,True,False,True
1548,True,False,False,False,True,False,False
1549,True,False,False,True,True,False,False
1550,True,False,False,False,False,False,False
1551,True,False,False,True,False,False,False
1552,True,False,True,False,False,False,True
1553,True,False,False,False,False,False,False
1554,True,False,False,True,True,False,False
1555,True,False,True,False,False,False,True
1556,True,True,True,True,True,False,False
1557,True,False,False,False,False,False,False
1558,True,False,False,False,False,True,True
1559,True,False,True,True,True,False,False
1560,True,False,False,True,False,False,False
1561,False,False,True,False,False,False,True
1562,True,False,False,False,True,False,False
1563,True,True,False,True,False,False,False
1564,True,False,False,False,True,False,False
1565,True,False,False,False,False,False,False
1566,True,False,False,False,False,False,False
1567,True,False,False,True,True,False,False
1568,True,False,False,False,True,True,False
1569,True,False,True,False,True,False,False
1570,True,False,False,False,False,False,False
1571,True,False,False,False,False,False,True
1572,True,False,False,False,False,False,False
1573,True,False,False,True,False,False,True
1574,True,False,False,False,False,False,False
1575,True,True,False,True,True,False,True
1576,True,False,False,True,False,False,False
1577,True,False,False,False,True,False,False
1578,True,False,True,False,True,False,False
1579,False,False,False,False,True,False,False
1580,True,False,False,False,True,False,True
1581,True,False,False,False,False,False,True
1582,True,False,False,True,True,False,False
1583,True,False,False,False,True,False,False
1584,True,False,False,True,True,False,False
1585,True,False,False,False,True,False,False
1586,True,False,False,False,True,False,False
1587,True,False,False,True,False,False,False
1588,True,False,True,False,True,False,False
1589,True,False,False,False,False,False,True
1590,True,False,True,True,True,False,False
1591,True,False,False,False,True,False,False
1592,True,False,False,False,False,False,False
1593,True,False,True,False,True,False,False
1594,True,False,False,False,True,False,False
1595,True,False,False,True,True,False,False
1596,True,False,False,True,False,False,False
1597,True,False,True,False,False,False,True
1598,True,False,False,False,True,False,False
1599,True,False,True,False,False,False,False
1600,True,False,False,False,True,True,True
1601,True,False,False,False,False,False,False
1602,True,False,False,True,False,False,False
1603,True,False,False,False,True,False,False
1604,True,False,True,False,True,False,False
1605,True,False,True,False,False,False,False
1606,True,False,False,False,True,False,False
1607,False,False,False,False,False,False,False
1608,True,False,True,False,False,False,False
1609,True,False,False,False,False,True,False
1610,True,False,False,False,True,False,False
1611,True,False,True,False,False,False,True
1612,True,False,False,False,True,False,False
1613,True,False,False,False,False,False,False
1614,True,False,False,False,False,False,False
1615,True,True,False,True,False,False,False
1616,True,False,False,False,False,False,False
1617,True,True,False,True,True,False,True
1618,True,False,False,False,True,False,False
1619,False,False,False,False,False,False,False
1620,True,False,False,False,True,False,False
1621,True,False,True,True,True,True,True
1622,True,False,False,False,False,False,False
1623,True,False,False,True,False,False,False
1624,True,False,False,False,True,False,False
1625,True,False,False,False,True,False,False
1626,True,False,False,True,True,False,False
1627,True,False,False,False,False,False,True
1628,True,False,False,False,False,False,False
1629,True,False,False,True,True,False,False
1630,True,False,False,False,True,False,False
1631,True,False,False,True,False,False,False
1632,True,False,False,False,True,False,False
1633,True,False,False,False,False,False,False
1634,True,False,False,False,True,False,False
1635,False,False,False,False,False,False,False
1636,True,True,False,True,False,False,False
1637,True,False,False,False,True,True,False
1638,True,False,True,False,True,True,False
1639,True,False,False,True,True,False,False
1640,True,False,False,False,True,False,False
1641,True,False,False,False,True,False,False
1642,True,False,False,False,True,True,False
1643,True,False,False,True,False,False,False
1644,True,False,False,False,True,False,False
1645,True,False,False,False,True,False,True
1646,True,False,False,False,False,False,False
1647,True,False,False,False,True,False,False
1648,True,False,False,False,True,False,False
1649,True,False,False,False,False,False,False
1650,True,False,False,False,False,False,True
1651,True,False,True,False,True,False,False
1652,True,False,False,False,False,False,False
1653,True,False,True,False,True,False,False
1654,True,False,False,False,True,False,False
1655,True,False,False,False,True,False,False
1656,True,False,False,False,True,False,True
1657,True,False,False,True,True,False,False
1658,True,True,False,True,True,False,False
1659,True,False,False,False,False,False,False
1660,True,False,True,False,True,False,False
1661,True,False,False,True,False,False,False
1662,True,False,False,False,True,False,False
1663,True,False,True,False,False,False,False
1664,True,False,False,False,True,False,False
1665,True,False,False,False,True,False,False
1666,True,False,False,False,False,False,False
1667,True,False,False,False,True,False,False
1668,True,False,False,False,False,False,True
1669,True,False,False,False,False,False,False
1670,True,False,False,False,False,False,True
1671,True,False,False,True,False,False,False
1672,True,False,False,False,False,False,False
1673,True,False,False,True,True,False,True
1674,True,False,False,False,False,False,False
1675,True,False,False,False,True,False,False
1676,True,False,False,False,True,False,True
1677,True,False,False,False,False,False,True
1678,True,False,False,False,True,False,False
1679,True,False,False,False,False,False,False
1680,True,False,False,False,False,True,True
1681,True,False,False,False,False,False,False
1682,True,True,False,True,True,False,False
1683,True,False,False,False,False,False,False
1684,True,False,False,False,True,False,False
1685,True,False,False,True,True,False,True
1686,True,True,False,True,False,True,False
1687,True,False,False,False,False,False,False
1688,True,False,False,False,False,False,False
1689,True,False,False,False,False,False,True
1690,True,False,False,False,False,True,False
1691,True,False,True,False,True,False,False
1692,True,False,True,False,True,False,True
1693,True,False,False,False,False,False,True
1694,True,True,False,True,False,False,False
1695,True,False,False,False,True,False,False
1696,True,False,False,True,True,False,False
1697,True,False,False,False,True,False,False
1698,True,False,False,False,False,False,False
1699,False,False,False,False,True,False,False
1700,True,False,False,False,False,False,False
1701,True,False,False,False,False,False,True
1702,True,False,False,True,False,False,True
1703,True,False,False,False,True,False,False
1704,True,False,True,False,False,False,False
1705,True,False,False,True,False,False,False
1706,False,False,False,False,True,False,False
1707,True,False,False,True,True,False,False
1708,True,False,False,True,True,False,False
1709,True,False,False,False,True,False,False
1710,True,False,False,False,True,False,False
1711,True,False,False,False,True,True,True
1712,True,False,False,True,False,False,False
1713,False,False,False,False,True,False,True
1714,True,False,False,False,True,False,False
1715,True,True,False,True,False,False,False
1716,True,False,False,False,False,False,True
1717,True,False,False,False,False,False,True
1718,True,False,False,False,False,False,False
1719,True,False,False,True,False,False,False
1720,True,True,False,True,True,False,False
1721,True,False,False,False,True,False,False
1722,True,False,True,False,True,False,False
1723,True,False,False,False,False,False,False
1724,True,False,False,False,True,False,False
1725,True,False,False,False,False,False,False
1726,True,False,False,True,True,False,False
1727,True,False,False,False,False,False,False
1728,True,False,False,False,True,False,False
1729,True,False,False,False,False,False,False
1730,True,False,False,False,False,False,False
1731,True,False,False,False,True,False,False
1732,True,False,True,False,False,False,True
1733,True,False,False,True,True,False,False
1734,True,False,False,True,True,False,False
1735,True,False,False,False,True,True,False
1736,True,False,False,False,False,False,False
1737,True,True,True,True,True,False,False
1738,True,False,False,False,False,False,False
1739,True,False,False,False,False,False,True
1740,True,False,False,True,True,False,False
1741,True,False,False,True,True,False,False
1742,True,False,False,True,True,False,False
1743,True,False,False,True,True,False,False
1744,False,False,False,False,False,False,True
1745,True,False,False,False,True,False,False
1746,True,False,False,False,False,False,False
1747,True,False,False,False,False,False,False
1748,True,False,False,False,True,False,True
1749,True,False,False,True,False,False,True
1750,True,False,False,False,False,False,False
1751,True,False,False,True,False,False,False
1752,True,False,False,False,True,True,False
1753,True,False,False,False,False,False,False
1754,True,True,False,True,False,False,False
1755,True,False,False,False,False,False,False
1756,True,False,False,False,False,False,False
1757,True,False,False,True,False,False,False
1758,False,False,False,False,False,False,False
1759,True,False,False,True,True,False,False
1760,True,False,True,False,False,False,False
1761,True,False,False,False,True,False,False
1762,True,True,False,True,False,False,False
1763,True,False,False,False,True,False,False
1764,True,False,False,False,False,False,True
1765,True,False,True,False,False,False,False
1766,True,False,False,False,False,False,False
1767,False,False,False,False,True,False,True
1768,True,False,False,False,False,True,False
1769,True,False,False,False,True,False,False
1770,True,False,False,False,True,False,True
1771,True,False,False,False,True,False,False
1772,True,False,False,False,False,True,False
1773,True,False,False,True,False,False,True
1774,True,False,False,True,False,False,True
1775,True,False,False,False,False,False,False
1776,True,False,False,False,True,False,True
1777,True,False,False,False,True,False,False
1778,True,False,False,False,False,False,False
1779,True,False,True,False,False,False,False
1780,True,False,False,False,False,False,False
1781,True,False,False,False,True,True,True
1782,True,False,False,True,True,False,False
1783,True,False,False,True,True,False,True
1784,True,False,False,False,False,False,False
1785,True,False,False,False,True,False,False
1786,True,False,False,False,True,False,True
1787,True,False,False,False,False,False,False
1788,True,False,False,True,True,False,False
1789,True,False,False,False,True,False,True
1790,True,False,True,False,False,False,False
1791,True,False,False,False,True,False,True
1792,True,False,True,False,False,False,True
1793,True,True,False,True,False,False,True
1794,True,True,True,True,True,False,False
1795,True,False,False,False,True,False,False
1796,True,False,False,False,False,False,False
1797,True,True,False,True,False,False,False
1798,True,False,False,False,False,False,False
1799,True,True,True,True,True,False,False
1800,True,False,False,False,False,False,False
1801,True,True,False,True,True,False,False
1802,True,False,False,False,True,False,False
1803,True,False,False,False,True,True,False
1804,True,False,False,False,True,False,True
1805,True,False,False,False,True,False,False
1806,True,False,False,False,True,False,False
1807,True,False,False,False,True,False,False
1808,True,True,False,True,False,False,False
1809,True,False,False,False,True,False,False
1810,True,False,False,False,True,False,False
1811,True,False,False,True,True,False,False
1812,True,False,False,True,False,False,False
1813,True,False,False,False,False,False,True
1814,True,True,False,True,True,False,False
1815,True,False,False,False,False,False,False
1816,True,False,False,True,False,False,False
1817,True,True,False,True,False,False,True
1818,True,True,False,True,True,False,False
1819,True,False,False,True,True,False,False
1820,True,False,False,False,False,False,False
1821,True,False,False,False,False,False,True
1822,True,False,False,False,False,False,True
1823,True,False,False,False,False,False,False
1824,True,False,False,False,True,False,False
1825,True,False,False,True,False,False,True
1826,True,True,False,True,True,False,False
1827,True,False,False,True,False,False,False
1828,True,False,False,False,False,False,True
1829,True,False,False,False,False,True,False
1830,True,False,False,False,True,False,False
1831,True,False,False,False,False,False,False
1832,False,False,True,False,True,False,False
1833,True,False,False,False,True,False,False
1834,True,False,True,False,True,False,False
1835,True,False,False,False,True,True,True
1836,True,True,False,True,True,False,False
1837,True,False,True,False,True,False,False
1838,True,False,False,False,True,False,True
1839,True,False,False,False,True,False,False
1840,True,False,False,False,True,True,True
1841,True,False,True,False,False,False,False
1842,True,False,False,False,True,False,True
1843,True,False,False,False,True,False,False
1844,True,False,False,False,False,False,False
1845,True,False,False,False,False,False,False
1846,True,False,False,False,True,False,False
1847,True,False,False,False,True,False,False
1848,True,False,True,False,False,False,False
1849,True,False,True,False,True,False,False
1850,True,True,False,True,True,False,False
1851,True,False,False,True,False,False,False
1852,True,False,False,False,True,False,False
1853,True,False,False,False,True,False,False
1854,True,False,False,False,True,False,False
1855,True,False,False,False,False,False,False
1856,True,False,False,True,True,False,True
1857,True,False,False,False,True,False,False
1858,True,False,False,True,True,False,False
1859,True,False,True,False,True,False,False
1860,True,False,False,False,True,False,True
1861,True,False,False,True,True,False,False
1862,False,False,False,False,True,False,False
1863,True,True,True,True,True,False,False
1864,True,False,False,False,False,False,True
1865,True,True,False,True,False,False,False
1866,True,False,False,False,True,False,True
1867,True,True,False,True,True,False,False
1868,True,False,False,False,False,False,False
1869,True,False,False,False,False,False,False
1870,True,False,False,False,True,False,False
1871,True,True,False,True,True,False,False
1872,True,False,False,True,True,False,True
1873,False,False,False,False,True,False,False
1874,False,False,False,False,True,False,False
1875,True,False,True,False,True,False,False
1876,True,False,True,False,False,True,True
1877,True,False,True,False,True,False,False
1878,True,False,False,True,True,False,True
1879,True,False,False,False,True,False,False
1880,True,False,False,False,False,False,False
1881,True,False,False,False,True,False,True
1882,True,False,False,False,False,False,True
1883,True,False,False,True,False,False,True
1884,True,False,True,False,True,False,False
1885,True,False,False,False,True,False,True
1886,True,False,False,False,False,False,False
1887,True,False,False,False,False,False,False
1888,True,False,False,False,True,False,False
1889,True,True,False,True,False,True,False
1890,True,False,False,False,True,False,True
1891,True,False,True,False,True,False,True
1892,True,False,False,False,True,False,False
1893,True,True,False,True,False,False,False
1894,True,False,False,False,False,False,False
1895,True,False,False,False,False,False,False
1896,True,False,False,False,False,False,False
1897,True,False,False,False,True,False,True
1898,True,False,True,False,False,False,False
1899,True,False,False,True,True,False,False
1900,True,False,False,False,False,False,False
1901,True,False,False,False,True,False,False
1902,True,False,False,True,True,False,False
1903,True,False,False,False,False,False,False
1904,True,False,False,False,True,False,True
1905,True,False,False,False,True,False,True
1906,True,False,True,False,False,False,False
1907,True,False,False,True,False,False,False
1908,True,False,False,True,True,False,True
1909,True,False,False,True,True,False,False
1910,True,False,False,False,False,True,False
1911,True,False,False,False,True,False,False
1912,True,False,False,False,True,False,False
1913,True,False,False,False,False,False,False
1914,True,False,False,False,False,False,False
1915,True,False,False,False,True,False,False
1916,True,False,False,True,False,False,False
1917,True,False,False,False,True,False,True
1918,True,False,False,False,False,False,False
1919,True,False,False,False,False,False,False
1920,False,False,False,False,True,False,True
1921,True,False,False,False,True,False,False
1922,True,False,False,False,False,False,False
1923,True,False,False,False,False,False,False
1924,True,True,False,True,False,False,True
1925,True,False,False,False,True,False,False
1926,True,False,False,True,True,False,False
1927,True,False,False,False,True,False,True
1928,True,True,False,True,True,False,False
1929,True,False,False,True,True,False,True
1930,True,False,False,False,True,False,True
1931,True,False,False,True,False,False,False
1932,True,False,False,True,True,False,False
1933,True,False,True,False,False,False,False
1934,True,False,False,False,True,False,False
1935,True,False,False,False,True,False,False
1936,True,False,False,False,True,False,False
1937,True,False,True,False,False,False,False
1938,True,False,False,False,False,False,True
1939,True,False,False,False,True,False,False
1940,True,False,False,False,False,False,True
1941,True,False,False,False,True,False,False
1942,True,False,True,False,True,False,False
1943,True,False,True,False,False,False,False
1944,True,False,False,True,True,False,False
1945,True,False,False,False,False,True,False
1946,True,True,False,True,False,False,True
1947,True,False,False,False,False,False,False
1948,True,False,False,False,True,False,True
1949,True,False,False,True,True,False,True
1950,True,False,False,False,False,True,False
1951,True,True,False,True,True,False,False
1952,True,False,False,False,True,False,True
1953,True,False,True,False,False,False,True
1954,False,False,False,False,False,False,False
1955,True,False,False,False,True,False,True
1956,False,False,False,False,False,False,False
1957,True,False,False,False,True,True,False
1958,True,False,False,False,False,False,False
1959,True,False,False,True,False,False,True
1960,True,False,False,True,True,False,False
1961,True,False,False,False,True,False,False
1962,True,False,False,False,True,False,False
1963,True,False,False,False,True,False,False
1964,True,False,False,True,False,False,True
1965,True,True,False,True,True,False,True
1966,True,True,False,True,False,False,False
1967,True,False,False,False,True,False,False
1968,True,False,False,False,True,False,False
1969,True,False,False,False,False,False,False
1970,True,False,True,False,False,False,False
1971,True,False,False,False,True,False,True
1972,False,False,False,False,True,False,True
1973,True,False,False,True,True,False,False
1974,True,False,False,False,False,False,False
1975,True,False,False,True,False,False,True
1976,True,False,False,False,False,False,False
1977,True,False,False,False,False,False,True
1978,True,False,False,False,False,False,False
1979,True,False,False,False,False,False,True
1980,True,False,True,False,False,False,True
1981,True,False,False,False,True,False,False
1982,True,True,False,True,True,False,True
