pid,last_login_offset,reg_days_since_quit,sms_seq,reengaged
4712,15,74.0,1,1
4716,22,179.0,0,0
4722,13,59.0,0,0
4723,13,91.0,0,0
4729,28,27.0,1,0
4730,3,90.0,0,0
4737,17,124.0,1,0
4740,16,57.0,0,0
4741,27,144.0,0,0
4743,3,62.0,0,0
4745,17,67.0,1,0
4747,25,80.0,0,0
4749,29,166.0,0,0
4762,5,60.0,1,0
4764,9,41.0,0,0
4772,24,68.0,0,0
4778,4,23.0,0,0
4783,12,72.0,1,0
4793,16,115.0,0,0
4794,5,110.0,0,0
4795,20,152.0,0,0
4799,2,77.0,1,0
4802,11,179.0,1,0
4809,8,157.0,1,1
4810,3,129.0,0,0
4815,25,78.0,1,1
4821,14,25.0,1,0
4829,9,158.0,0,0
4837,10,117.0,1,0
4843,12,73.0,0,0
4846,6,169.0,1,0
4853,22,36.0,0,0
4855,25,161.0,0,0
4856,0,44.0,1,0
4857,24,119.0,0,0
4863,29,126.0,0,0
4865,14,46.0,0,0
4866,14,125.0,0,0
4879,12,179.0,0,0
4880,9,83.0,0,0
4885,8,108.0,0,0
4886,14,2.0,0,0
4895,14,114.0,0,0
4896,15,114.0,1,0
4903,5,127.0,0,0
4904,11,70.0,1,1
4912,22,176.0,0,0
4916,27,78.0,1,0
4917,13,99.0,1,1
4920,0,84.0,0,0
4921,6,136.0,1,0
4925,7,13.0,1,1
4927,24,45.0,1,0
4936,18,3.0,0,0
4942,15,175.0,1,0
4943,12,122.0,1,1
4947,2,17.0,0,0
4949,6,62.0,1,0
4953,24,64.0,1,0
4956,8,122.0,0,0
4960,12,84.0,1,0
4961,12,151.0,1,0
4963,21,57.0,0,0
4964,8,137.0,0,0
4966,4,59.0,1,0
4968,24,8.0,0,0
4970,25,91.0,1,0
4973,27,60.0,1,0
4975,15,130.0,0,0
4985,18,76.0,1,0
4988,29,140.0,0,0
4990,3,15.0,0,0
4991,1,130.0,0,0
4999,16,36.0,1,0
5001,0,148.0,1,0
5009,28,20.0,0,0
5016,1,24.0,0,0
5017,5,12.0,0,0
5019,29,45.0,1,1
5022,29,85.0,1,0
5024,19,165.0,1,0
5032,27,163.0,0,0
5041,24,138.0,1,1
5045,0,20.0,1,0
5046,22,52.0,1,0
5050,14,100.0,1,1
5052,20,36.0,1,0
5053,3,94.0,0,0
5059,17,49.0,1,1
5061,20,176.0,0,0
5065,3,140.0,0,0
5067,27,63.0,0,0
5075,18,32.0,0,0
5076,21,77.0,0,0
5077,20,81.0,0,0
5078,28,157.0,1,0
5079,17,72.0,0,0
5086,13,60.0,1,0
5090,28,99.0,0,0
5095,26,37.0,1,0
5098,0,28.0,0,0
5101,18,173.0,0,0
5102,11,95.0,0,0
5110,24,123.0,1,0
5115,9,79.0,0,0
5118,29,107.0,0,0
5132,14,47.0,1,1
5138,28,126.0,0,0
5140,23,44.0,1,0
5154,19,88.0,0,0
5158,0,87.0,1,0
5169,28,33.0,1,1
5172,3,141.0,1,0
5173,13,173.0,0,0
5178,24,176.0,0,0
5183,25,146.0,1,1
5193,17,134.0,1,0
5194,1,60.0,1,0
5202,15,122.0,0,0
5203,6,61.0,1,0
5204,21,169.0,1,1
5206,15,89.0,1,0
5213,27,146.0,0,0
5216,2,22.0,0,0
5219,27,58.0,1,0
5220,9,33.0,1,0
5222,8,147.0,1,0
5225,22,141.0,0,0
5226,14,159.0,1,0
5227,1,48.0,0,0
5228,19,56.0,1,0
5237,1,177.0,1,0
5246,20,163.0,0,0
5249,10,43.0,1,1
5257,16,133.0,0,0
5259,29,26.0,0,0
5268,15,120.0,1,0
5269,21,95.0,0,0
5275,9,51.0,1,0
5281,22,33.0,1,1
5282,12,107.0,0,0
5286,29,171.0,0,0
5287,18,168.0,1,0
5288,10,29.0,0,0
5291,20,44.0,0,0
5292,4,115.0,0,0
5295,27,123.0,0,0
5297,1,92.0,0,0
5299,25,101.0,0,0
5300,5,21.0,1,0
5303,6,159.0,0,0
5308,5,7.0,0,0
5310,27,177.0,0,0
5314,18,104.0,0,0
5315,16,87.0,1,0
5317,6,74.0,0,0
5320,26,114.0,0,0
5324,14,104.0,0,0
5331,17,52.0,0,0
5335,7,9.0,1,0
5336,10,8.0,1,0
5337,17,26.0,1,1
5349,16,109.0,0,0
5351,10,156.0,1,0
5353,28,48.0,0,0
5357,8,107.0,1,0
5359,0,91.0,0,0
5360,22,2.0,0,0
5370,16,164.0,0,0
5373,23,163.0,1,0
5378,18,122.0,1,0
5385,12,174.0,1,0
5386,1,129.0,1,0
5387,23,1.0,0,0
5388,8,153.0,1,0
5389,6,29.0,1,1
5392,20,124.0,0,0
5395,9,17.0,0,0
5396,18,130.0,0,0
5398,24,158.0,0,0
5399,1,164.0,0,0
5403,0,137.0,1,0
5405,1,106.0,0,0
5407,3,114.0,1,0
5410,29,103.0,0,0
5411,26,17.0,0,0
5413,23,119.0,0,0
5416,21,175.0,0,0
5417,27,109.0,1,0
5426,19,97.0,1,0
5433,7,92.0,1,1
5438,1,113.0,1,0
5439,7,148.0,1,1
5440,28,98.0,1,0
5441,11,78.0,0,0
5447,17,106.0,1,0
5450,0,133.0,0,0
5456,18,138.0,1,0
5458,12,16.0,1,0
5463,25,38.0,1,0
5470,23,92.0,1,0
5471,1,161.0,1,0
5476,14,120.0,1,1
5477,16,125.0,0,0
5481,9,113.0,1,0
5482,19,57.0,1,0
5483,21,55.0,1,0
5486,0,32.0,1,0
5491,23,62.0,0,0
5493,3,44.0,1,0
5503,27,45.0,1,0
5505,27,139.0,0,0
5510,25,100.0,0,0
5515,10,72.0,0,0
5516,21,48.0,0,0
5520,21,48.0,1,0
5522,6,153.0,0,0
5540,28,129.0,1,0
5542,4,31.0,0,0
5545,3,45.0,1,0
5548,12,62.0,0,0
5549,5,117.0,1,1
5553,23,142.0,0,0
5557,9,33.0,1,0
5562,26,61.0,0,0
5565,18,110.0,1,0
5569,15,71.0,0,0
5572,27,28.0,1,0
5574,17,127.0,0,0
5580,24,167.0,1,1
5594,7,27.0,0,0
5598,1,116.0,0,0
5604,6,69.0,1,0
5619,0,13.0,0,0
5621,20,28.0,0,0
5622,22,27.0,0,0
5624,2,65.0,1,0
5625,26,106.0,0,0
5626,9,25.0,0,0
5640,25,63.0,0,0
5644,0,120.0,1,0
5649,5,116.0,1,0
5651,6,15.0,1,0
5663,2,154.0,1,0
5664,10,1.0,0,0
5665,2,126.0,1,0
5670,7,122.0,0,0
5673,29,107.0,1,0
5677,27,62.0,0,0
5681,29,145.0,1,0
5694,11,138.0,0,0
5700,18,126.0,1,0
5701,12,81.0,0,0
5706,0,44.0,1,0
5712,4,8.0,1,0
5713,18,177.0,1,0
5714,12,153.0,0,0
5721,21,78.0,1,0
5723,21,133.0,0,0
5727,10,169.0,1,0
5728,10,72.0,0,0
5750,13,4.0,0,0
5752,26,84.0,0,0
5753,24,57.0,1,1
5754,23,170.0,0,0
5760,1,117.0,0,0
5763,13,23.0,1,0
5769,13,140.0,1,0
5773,16,11.0,0,0
5776,20,54.0,1,1
5785,10,65.0,0,0
5786,2,149.0,0,0
5787,7,172.0,0,0
5788,1,108.0,0,0
5790,4,87.0,1,1
5792,0,13.0,1,0
5794,17,121.0,0,0
5798,28,123.0,1,0
5805,11,79.0,1,1
5806,17,150.0,0,0
5808,0,122.0,1,0
5809,21,78.0,0,0
5810,0,19.0,1,0
5816,17,75.0,1,1
5819,1,67.0,1,1
5820,25,28.0,1,0
5830,17,66.0,1,1
5837,22,168.0,1,0
5841,18,125.0,0,0
5847,7,150.0,0,0
5856,26,160.0,0,0
5857,3,84.0,0,0
5862,0,87.0,0,0
5865,25,0.0,0,0
5866,13,130.0,0,0
5872,25,149.0,0,0
5875,9,113.0,0,0
5878,17,136.0,0,0
5880,19,12.0,0,0
5881,7,143.0,0,0
5882,27,167.0,1,1
5889,23,109.0,0,0
5900,5,85.0,1,0
5905,17,129.0,1,1
5910,12,60.0,1,0
5915,8,126.0,0,0
5918,10,82.0,1,0
5919,15,98.0,0,0
5925,16,146.0,1,0
5927,3,143.0,1,0
5929,29,141.0,0,0
5931,17,166.0,0,0
5934,9,52.0,1,0
5938,24,126.0,1,0
5939,13,34.0,0,0
5945,7,176.0,0,0
5947,21,48.0,1,0
5948,11,145.0,1,0
5949,7,88.0,1,0
5955,27,105.0,0,0
5958,7,42.0,0,0
5965,14,91.0,1,0
5966,20,148.0,1,1
5969,29,129.0,0,0
5972,28,58.0,1,0
5973,26,37.0,1,0
5984,7,129.0,0,0
5988,11,125.0,1,1
6001,5,24.0,1,0
6004,24,51.0,0,0
6007,9,56.0,0,0
6010,22,20.0,1,0
6011,6,23.0,0,0
6026,10,50.0,1,1
6028,14,50.0,0,0
6036,23,157.0,0,0
6043,24,71.0,1,0
6049,8,100.0,1,0
6060,21,100.0,0,0
6062,0,41.0,0,0
6066,5,118.0,0,0
6068,14,55.0,0,0
6069,11,73.0,1,0
6072,2,28.0,0,0
6074,21,132.0,0,0
6079,23,177.0,0,0
6081,12,64.0,1,0
6086,25,11.0,0,0
6093,2,31.0,1,0
6096,6,161.0,1,0
6100,13,106.0,1,0
6102,8,12.0,1,0
6105,12,113.0,0,0
6108,4,92.0,0,0
6116,12,87.0,1,0
6118,8,26.0,0,0
6123,26,172.0,0,0
6128,1,21.0,1,0
6129,20,139.0,1,0
6130,5,93.0,0,0
6132,4,130.0,0,0
6133,17,128.0,0,0
6140,18,171.0,1,0
6143,16,136.0,1,1
6144,8,121.0,0,0
6145,3,108.0,1,0
6147,18,165.0,0,0
6154,13,178.0,0,0
6156,8,40.0,1,0
6159,15,91.0,0,0
6160,6,89.0,1,0
6165,15,108.0,0,0
6171,28,83.0,0,0
6172,9,78.0,1,0
6174,10,151.0,0,0
6181,4,176.0,1,0
6185,15,44.0,1,0
6186,12,143.0,1,0
6187,11,53.0,0,0
6188,15,66.0,0,0
6190,13,132.0,0,0
6194,15,143.0,0,0
6195,14,20.0,0,0
6196,28,104.0,0,0
6200,11,5.0,0,0
6201,12,121.0,0,0
6203,7,110.0,1,0
6214,22,52.0,0,0
6218,3,83.0,1,0
6220,18,52.0,0,0
6227,24,82.0,0,0
6230,5,109.0,1,0
6236,29,82.0,0,0
6240,24,21.0,1,1
6241,6,152.0,0,0
6243,11,150.0,0,0
6244,19,64.0,1,1
6248,4,23.0,0,0
6251,16,96.0,0,0
6253,24,67.0,0,0
6254,24,54.0,1,0
6260,15,147.0,1,0
6261,7,119.0,1,1
6268,6,37.0,1,0
6272,23,169.0,0,0
6282,2,59.0,1,0
6285,0,77.0,0,0
6291,16,120.0,1,0
6294,8,79.0,0,0
6300,3,25.0,1,0
6306,20,22.0,1,0
6312,16,108.0,0,0
6315,9,157.0,0,0
6316,21,139.0,1,1
6318,24,170.0,1,0
6326,7,125.0,1,0
6334,8,61.0,0,0
6349,8,170.0,0,0
6352,17,131.0,1,1
6357,7,20.0,1,0
6358,15,177.0,0,0
6360,22,97.0,1,1
6362,23,141.0,1,0
6363,25,23.0,0,0
6369,21,124.0,1,1
6373,0,66.0,0,0
6376,25,35.0,0,0
6379,6,137.0,1,0
6385,4,169.0,1,0
6386,20,124.0,1,0
6388,22,70.0,0,0
6393,1,131.0,1,0
6394,25,92.0,1,0
6405,1,23.0,0,0
6412,21,139.0,1,1
6414,0,15.0,0,0
6415,10,131.0,0,0
6419,13,98.0,0,0
6421,0,54.0,1,0
6430,22,178.0,0,0
6431,6,99.0,1,1
6435,6,17.0,0,0
6438,16,5.0,0,0
6441,14,118.0,1,0
6444,18,107.0,1,0
6445,21,46.0,1,0
6447,25,139.0,1,0
6449,14,36.0,0,0
6450,29,93.0,0,0
6462,5,11.0,0,0
6473,19,111.0,1,0
6476,16,73.0,0,0
6479,25,91.0,0,0
6481,2,170.0,0,0
6484,3,63.0,0,0
6486,29,118.0,1,0
6487,11,135.0,0,0
6489,22,96.0,0,0
6496,1,173.0,0,0
6510,26,124.0,0,0
6518,5,88.0,1,0
6525,8,151.0,0,0
6536,28,109.0,0,0
6547,19,87.0,0,0
6549,16,68.0,1,1
6553,15,87.0,0,0
6555,22,3.0,0,0
6561,7,94.0,0,0
6564,29,62.0,0,0
6568,21,86.0,1,0
6573,14,49.0,0,0
6574,8,115.0,0,0
6575,29,66.0,0,0
6579,6,144.0,0,0
6580,11,131.0,0,0
6594,0,22.0,0,0
6595,1,87.0,1,0
6601,21,67.0,1,0
6605,9,72.0,0,0
6607,3,133.0,0,0
6611,7,127.0,0,0
6614,25,38.0,1,0
6616,5,135.0,0,0
6619,13,176.0,0,0
6626,5,81.0,1,0
6631,11,154.0,1,1
6644,1,91.0,0,0
6645,15,103.0,1,1
6649,8,17.0,1,1
6652,21,4.0,0,0
6664,8,29.0,0,0
6670,19,72.0,0,0
6671,28,31.0,1,1
6678,16,117.0,0,0
6682,16,115.0,0,0
6685,24,150.0,0,0
6689,1,176.0,1,0
6690,14,42.0,1,0
6693,27,107.0,0,0
6694,18,98.0,1,0
6698,8,173.0,1,0
6710,7,90.0,0,0
6720,14,6.0,0,0
6722,9,79.0,1,0
6734,19,91.0,0,0
6737,21,19.0,1,0
6738,16,113.0,0,0
6741,9,38.0,1,1
6744,11,28.0,1,1
6745,14,126.0,0,0
6751,6,96.0,1,1
6755,27,6.0,0,0
6756,17,36.0,1,1
6765,10,55.0,1,1
6766,26,63.0,1,1
6768,4,139.0,0,0
6772,18,64.0,0,0
6774,11,74.0,1,1
6777,6,115.0,1,0
6778,21,105.0,0,0
6779,18,82.0,0,0
6793,21,158.0,0,0
6794,17,171.0,1,1
6797,21,0.0,0,0
6798,18,121.0,0,0
6799,8,155.0,1,0
6802,20,145.0,1,0
6810,10,52.0,0,0
6817,10,7.0,0,0
6818,27,66.0,1,0
6822,5,142.0,1,0
6830,1,31.0,0,0
6833,28,97.0,0,0
6846,5,47.0,0,0
6854,17,120.0,1,1
6855,26,9.0,0,0
6856,8,16.0,0,0
6860,19,55.0,1,1
6862,1,20.0,1,0
6866,24,99.0,1,0
6868,25,149.0,0,0
6875,18,17.0,0,0
6878,22,178.0,0,0
6880,9,21.0,1,0
6885,20,74.0,0,0
6888,0,70.0,1,1
6890,8,166.0,0,0
6895,4,64.0,1,0
6897,2,103.0,0,0
6905,18,158.0,0,0
6906,1,141.0,1,1
6913,23,179.0,0,0
6918,8,109.0,1,0
6921,29,14.0,1,0
6932,8,27.0,1,1
6934,22,74.0,1,0
6938,21,23.0,0,0
6939,17,47.0,1,1
6951,24,96.0,0,0
6960,14,3.0,0,0
6961,5,55.0,1,1
6972,22,151.0,0,0
6977,13,12.0,1,0
6981,5,68.0,1,0
6982,10,72.0,1,0
6985,13,93.0,1,0
6988,8,163.0,0,0
6991,2,32.0,1,0
6992,11,16.0,1,0
7001,5,166.0,0,0
7002,15,45.0,0,0
7010,7,34.0,0,0
7013,10,45.0,0,0
7016,27,93.0,1,1
7017,22,71.0,1,0
7018,5,140.0,1,0
7020,19,33.0,0,0
7022,22,144.0,1,0
7026,26,36.0,0,0
7032,9,129.0,1,0
7039,3,74.0,1,0
7042,27,27.0,0,0
7047,11,97.0,0,0
7052,22,51.0,1,0
7055,20,20.0,0,0
7061,10,141.0,0,0
7063,15,8.0,1,0
7064,24,155.0,1,0
7065,9,162.0,0,0
7076,16,137.0,1,0
7079,14,10.0,0,0
7083,17,75.0,1,1
7086,18,102.0,0,0
7087,3,107.0,0,0
7090,25,32.0,0,0
7094,6,173.0,0,0
7099,25,172.0,0,0
7100,11,23.0,0,0
7107,19,66.0,1,0
7108,21,85.0,1,0
7110,20,59.0,0,0
7112,22,11.0,0,0
7115,10,72.0,0,0
7116,26,37.0,0,0
7121,13,45.0,1,1
7128,16,149.0,1,0
7129,11,112.0,0,0
7130,28,118.0,1,1
7132,19,121.0,1,0
7137,23,70.0,1,0
7138,17,30.0,1,0
7140,18,42.0,0,0
7142,24,20.0,0,0
7147,27,151.0,1,1
7153,2,121.0,1,1
7154,25,6.0,0,0
7158,29,152.0,0,0
7161,28,14.0,0,0
7163,19,123.0,0,0
7167,14,80.0,1,0
7168,28,24.0,0,0
7171,0,86.0,0,0
7179,29,70.0,0,0
7181,28,56.0,1,0
7188,7,10.0,1,0
7190,22,162.0,1,0
7191,11,2.0,0,0
7194,20,104.0,0,0
7198,19,29.0,0,0
7200,0,61.0,1,0
7201,17,122.0,1,0
7202,13,99.0,0,0
7210,10,19.0,0,0
7211,16,64.0,0,0
7215,17,177.0,0,0
7220,15,106.0,1,0
7227,3,19.0,1,1
7229,4,46.0,1,0
7231,8,1.0,0,0
7233,19,145.0,1,1
7238,0,9.0,1,0
7239,16,26.0,1,1
7241,12,83.0,0,0
7242,1,156.0,1,0
7243,22,3.0,0,0
7244,6,175.0,1,0
7256,15,169.0,1,0
7271,18,127.0,0,0
7274,0,148.0,1,1
7278,19,56.0,1,0
7279,29,30.0,1,0
7286,25,115.0,0,0
7289,5,140.0,0,0
7291,0,95.0,0,0
7297,21,16.0,0,0
7298,2,6.0,0,0
7300,24,58.0,1,1
7301,9,24.0,0,0
7305,1,10.0,0,0
7311,11,164.0,0,0
7316,6,175.0,1,0
7333,25,153.0,0,0
7334,15,164.0,0,0
7343,8,95.0,0,0
7344,10,128.0,1,0
7346,3,109.0,1,0
7353,16,30.0,1,0
7354,11,110.0,1,0
7357,27,166.0,1,0
7364,9,87.0,1,1
7371,16,51.0,1,0
7372,12,19.0,1,1
7374,5,137.0,1,0
7379,11,130.0,0,0
7384,9,100.0,1,0
7388,1,135.0,0,0
7394,17,15.0,1,0
7397,25,46.0,0,0
7398,0,85.0,0,0
7399,8,50.0,0,0
7408,26,11.0,1,0
7410,24,144.0,0,0
7413,7,74.0,1,0
7414,19,130.0,0,0
7423,5,23.0,0,0
7428,24,144.0,1,0
7429,12,75.0,0,0
7435,25,83.0,1,0
7439,11,26.0,1,0
7443,24,11.0,1,0
7445,11,62.0,1,0
7460,17,165.0,1,0
7464,22,128.0,0,0
7465,27,92.0,1,0
7470,28,110.0,1,0
7476,13,110.0,1,0
7477,2,89.0,0,0
7478,28,121.0,0,0
7488,1,19.0,0,0
7490,14,158.0,1,1
7493,10,130.0,1,1
7495,28,115.0,0,0
7497,12,83.0,1,0
7509,3,141.0,0,0
7511,16,107.0,0,0
7515,18,94.0,1,1
7519,5,118.0,0,0
7529,29,14.0,1,1
7541,23,90.0,0,0
7544,17,43.0,0,0
7546,10,45.0,1,0
7551,7,142.0,0,0
7555,1,56.0,0,0
7575,5,140.0,1,0
7587,2,151.0,0,0
7595,13,22.0,1,0
7597,26,167.0,0,0
7599,27,34.0,1,0
7600,29,105.0,1,0
7618,8,77.0,0,0
7620,29,174.0,1,1
7626,3,117.0,0,0
7627,6,139.0,1,1
7632,24,78.0,0,0
7635,1,21.0,0,0
7637,19,135.0,0,0
7639,6,127.0,1,0
7644,24,7.0,0,0
7645,3,46.0,1,1
7647,25,121.0,0,0
7654,24,157.0,1,0
7663,1,142.0,1,0
7669,19,50.0,1,0
7671,0,151.0,1,0
7674,19,110.0,1,0
7675,12,43.0,0,0
7693,7,57.0,1,0
7695,24,75.0,0,0
7697,18,159.0,1,0
7705,0,38.0,1,1
7707,0,94.0,1,0
7709,10,9.0,1,0
7712,0,91.0,0,0
7713,1,145.0,1,0
7719,28,32.0,1,0
7728,2,22.0,0,0
7732,14,143.0,1,0
7735,18,63.0,1,1
7737,6,169.0,0,0
7750,23,69.0,0,0
7751,7,176.0,0,0
7754,6,107.0,1,1
7757,1,94.0,1,0
7766,5,173.0,1,0
7773,16,147.0,0,0
7774,28,37.0,1,1
7777,3,62.0,0,0
7778,22,43.0,0,0
7786,21,13.0,0,0
7790,7,152.0,1,0
7792,0,82.0,0,0
7797,28,164.0,0,0
7799,21,52.0,0,0
7801,15,15.0,0,0
7802,28,95.0,0,0
7804,19,145.0,1,0
7805,17,42.0,0,0
7806,24,104.0,0,0
7808,19,80.0,0,0
7813,28,47.0,0,0
7814,6,72.0,0,0
7815,7,90.0,1,0
7821,11,32.0,1,0
7823,29,179.0,1,0
7834,10,58.0,0,0
7836,15,169.0,0,0
7838,3,149.0,1,1
7841,12,76.0,1,0
7844,10,10.0,0,0
7847,26,109.0,0,0
7853,1,159.0,1,0
7855,2,38.0,0,0
7859,2,19.0,1,0
7864,17,78.0,1,0
7865,0,94.0,0,0
7876,14,94.0,0,0
7890,24,159.0,1,0
7905,11,34.0,1,0
7909,28,65.0,1,0
7911,18,161.0,1,0
7912,16,52.0,1,0
7925,11,101.0,0,0
7927,14,137.0,0,0
7931,13,36.0,1,0
7932,1,99.0,0,0
7933,5,26.0,0,0
7935,12,34.0,1,0
7937,6,77.0,0,0
7938,0,103.0,0,0
7945,1,56.0,1,1
7946,13,157.0,0,0
7953,23,56.0,0,0
7954,25,104.0,0,0
7965,16,167.0,1,1
7966,29,56.0,1,1
7974,4,107.0,1,0
7976,29,51.0,1,0
7977,8,112.0,0,0
7980,26,160.0,0,0
7985,20,25.0,0,0
7987,24,101.0,1,0
7990,27,60.0,0,0
7992,2,31.0,1,1
